Time	L POR X [px]	L POR Y [px]	L Diam [mm]	R POR X [px]	R POR Y [px]	R Diam [mm]
1498591450884780	419.00	678.52	3.82	575.65	906.95	3.75
1498591450888142	415.07	673.95	3.82	577.17	903.90	3.75
1498591450891419	410.57	681.19	3.82	575.55	905.35	3.74
1498591450894752	414.68	681.55	3.81	575.97	904.34	3.75
1498591450898106	412.57	679.20	3.81	575.45	906.16	3.75
1498591450901466	416.17	677.03	3.81	575.63	905.17	3.76
1498591450904746	419.32	677.72	3.82	574.45	905.85	3.76
1498591450908064	413.91	679.99	3.80	576.04	904.60	3.75
1498591450911432	407.78	682.01	3.81	577.47	904.59	3.75
1498591450914792	416.48	679.31	3.80	576.68	904.08	3.74
1498591450918154	415.77	680.12	3.81	576.77	902.85	3.75
1498591450921437	416.76	680.24	3.81	576.91	906.05	3.75
1498591450924759	418.84	678.79	3.81	573.08	903.70	3.75
1498591450928121	417.41	678.72	3.81	575.38	905.29	3.75
1498591450931478	416.44	676.66	3.80	573.89	905.50	3.75
1498591450934758	412.22	682.70	3.81	575.32	902.33	3.75
1498591450938086	418.75	677.09	3.81	574.78	906.17	3.75
1498591450941445	408.90	682.01	3.80	576.51	906.31	3.74
1498591450944791	413.42	680.52	3.81	577.71	904.33	3.75
1498591450948064	413.58	677.78	3.81	574.49	907.00	3.75
1498591450951397	416.29	675.47	3.81	573.99	906.87	3.75
1498591450954760	412.04	679.54	3.80	573.41	904.72	3.75
1498591450958135	416.76	679.76	3.80	574.39	903.32	3.75
1498591450961395	416.12	680.39	3.80	576.47	907.52	3.75
1498591450964764	415.65	680.72	3.80	576.20	904.75	3.75
1498591450968086	413.43	680.63	3.80	577.26	902.64	3.75
1498591450971445	411.59	679.99	3.80	577.43	905.89	3.75
1498591450974803	415.72	679.51	3.80	574.91	904.65	3.75
1498591450978066	416.08	675.79	3.81	574.95	901.53	3.74
1498591450981431	413.28	678.90	3.80	575.26	901.99	3.75
1498591450984775	417.42	680.11	3.80	574.95	904.64	3.75
1498591450988141	414.80	680.10	3.81	576.99	902.29	3.75
1498591450991418	415.42	677.57	3.81	575.26	904.44	3.74
1498591450994744	410.07	680.79	3.80	573.87	904.61	3.75
1498591450998109	416.29	679.23	3.81	575.61	901.89	3.75
1498591451001467	415.08	674.96	3.80	575.48	908.21	3.75
1498591451004728	417.48	678.51	3.80	571.83	904.94	3.75
1498591451008064	412.68	680.51	3.80	572.87	905.12	3.75
1498591451011434	413.85	681.01	3.80	573.68	907.26	3.75
1498591451014791	416.07	679.30	3.81	574.55	904.65	3.75
1498591451018079	415.94	678.22	3.81	574.35	901.40	3.75
1498591451021414	414.26	683.54	3.80	575.48	908.72	3.75
1498591451024756	413.78	679.90	3.80	572.33	905.41	3.75
1498591451028118	415.47	679.34	3.80	574.76	905.61	3.75
1498591451031397	414.76	680.42	3.80	573.80	900.46	3.75
1498591451034743	415.01	676.05	3.80	574.87	906.02	3.75
1498591451038086	412.15	678.21	3.81	572.10	905.03	3.75
1498591451041440	413.48	679.38	3.81	575.78	904.83	3.75
1498591451044802	412.38	681.06	3.80	574.94	903.76	3.74
1498591451048072	414.28	678.96	3.80	577.59	899.95	3.75
1498591451051411	413.56	680.87	3.80	574.69	901.48	3.75
1498591451054767	418.69	677.26	3.81	572.98	900.46	3.75
1498591451058136	420.37	681.32	3.81	575.04	903.80	3.75
1498591451061391	417.85	678.39	3.81	571.61	901.70	3.76
1498591451064737	414.30	677.91	3.80	574.97	905.95	3.75
1498591451068098	418.51	679.01	3.81	576.27	905.29	3.75
1498591451071458	414.37	680.37	3.81	576.90	903.01	3.75
1498591451074726	414.34	679.24	3.80	574.66	905.74	3.74
1498591451078062	415.25	678.33	3.80	574.17	903.53	3.75
1498591451081427	414.79	678.70	3.80	575.57	903.44	3.74
1498591451084781	418.09	677.52	3.81	574.23	906.58	3.75
1498591451088145	411.62	681.73	3.80	576.30	904.13	3.75
1498591451091407	418.03	678.67	3.80	578.30	905.36	3.75
1498591451094741	417.57	680.43	3.81	575.34	907.59	3.75
1498591451098106	411.26	677.64	3.80	575.98	906.89	3.75
1498591451101455	419.12	678.43	3.81	578.16	905.35	3.75
1498591451104720	413.51	678.80	3.80	575.84	903.00	3.75
1498591451108073	411.62	679.99	3.80	574.98	905.45	3.75
1498591451111430	416.87	679.32	3.81	574.67	905.06	3.76
1498591451114792	415.53	682.23	3.81	575.63	907.84	3.75
1498591451118052	413.37	681.96	3.81	573.87	903.45	3.75
1498591451121403	415.55	680.90	3.81	577.27	904.90	3.75
1498591451124746	417.64	684.24	3.81	574.72	902.95	3.75
1498591451128118	415.74	680.97	3.81	576.19	906.15	3.74
1498591451131365	417.51	679.31	3.80	575.11	904.11	3.75
1498591451134721	411.35	680.79	3.80	574.43	901.94	3.75
1498591451138089	416.55	679.59	3.81	576.81	903.96	3.76
1498591451141445	415.47	682.84	3.81	574.38	903.47	3.74
1498591451144695	414.90	679.00	3.80	576.11	901.85	3.75
1498591451148053	411.63	679.73	3.80	576.53	903.10	3.75
1498591451151416	416.80	679.17	3.80	579.53	906.77	3.75
1498591451154765	414.12	680.00	3.80	577.21	905.39	3.75
1498591451158119	419.50	678.36	3.81	577.87	905.27	3.75
1498591451161381	414.67	677.57	3.80	577.24	904.09	3.75
1498591451164738	418.59	679.93	3.80	575.97	907.16	3.75
1498591451168088	415.41	678.87	3.81	579.19	905.03	3.75
1498591451171454	411.55	680.51	3.80	574.29	905.43	3.75
1498591451174719	416.81	676.84	3.81	575.54	905.62	3.75
1498591451178073	416.06	680.46	3.81	581.02	902.74	3.75
1498591451181424	413.60	680.59	3.80	579.50	905.53	3.75
1498591451184780	421.77	677.54	3.81	577.60	906.00	3.75
1498591451188067	415.68	680.92	3.80	578.08	903.93	3.75
1498591451191386	413.81	680.96	3.80	575.65	906.74	3.75
1498591451194748	411.66	678.61	3.80	574.85	907.64	3.75
1498591451198108	412.12	677.70	3.80	575.70	903.06	3.76
1498591451201380	414.50	676.99	3.80	574.09	905.90	3.75
1498591451204710	416.85	681.10	3.80	574.50	909.48	3.75
1498591451208073	418.54	676.68	3.81	575.79	906.57	3.75
1498591451211436	416.87	675.84	3.81	575.49	905.95	3.74
1498591451214718	418.68	678.67	3.80	572.83	901.18	3.75
1498591451218063	416.87	677.80	3.81	573.45	905.45	3.75
1498591451221404	414.91	678.52	3.80	575.43	904.32	3.75
1498591451224760	416.22	679.75	3.81	573.52	905.76	3.75
1498591451228122	412.87	678.31	3.80	577.57	902.74	3.74
1498591451231398	414.42	678.62	3.81	576.20	905.85	3.75
1498591451234726	413.58	677.39	3.80	575.30	904.20	3.75
1498591451238084	412.89	680.30	3.80	575.59	905.67	3.75
1498591451241445	416.97	679.41	3.80	576.77	909.44	3.75
1498591451244726	412.88	680.38	3.80	577.42	905.08	3.75
1498591451248052	415.59	676.43	3.80	575.13	907.06	3.74
1498591451251410	421.20	677.63	3.81	574.70	903.74	3.75
1498591451254770	414.10	678.06	3.81	575.30	905.08	3.75
1498591451258024	420.38	679.49	3.81	574.26	904.84	3.74
1498591451261370	413.16	680.30	3.81	574.51	905.93	3.76
1498591451264740	416.44	676.40	3.80	574.13	907.23	3.75
1498591451268081	414.08	677.36	3.80	573.87	908.75	3.75
1498591451271351	418.63	675.90	3.80	572.88	904.32	3.75
1498591451274720	419.06	679.59	3.81	575.11	898.21	3.75
1498591451278063	416.35	679.34	3.80	574.12	901.75	3.75
1498591451281425	419.44	678.36	3.80	574.29	906.02	3.75
1498591451284681	413.70	677.48	3.80	572.26	905.70	3.75
1498591451288043	416.31	680.43	3.81	572.95	906.19	3.75
1498591451291391	413.45	677.94	3.81	572.58	906.17	3.75
1498591451294739	418.11	679.85	3.80	574.31	902.55	3.76
1498591451298109	415.89	680.94	3.80	576.22	902.61	3.75
1498591451301363	419.95	680.77	3.81	574.64	903.63	3.76
1498591451304717	415.70	680.13	3.80	574.41	907.76	3.76
1498591451308077	412.27	682.36	3.80	574.52	904.47	3.75
1498591451311426	415.73	677.02	3.80	577.14	904.40	3.74
1498591451314684	413.52	676.60	3.81	577.15	903.64	3.75
1498591451318043	416.40	678.75	3.81	571.59	903.96	3.74
1498591451321396	413.53	680.67	3.80	578.52	906.80	3.75
1498591451324746	420.26	680.40	3.81	575.06	904.77	3.75
1498591451328010	412.42	679.73	3.80	578.77	906.07	3.75
1498591451331355	412.69	674.79	3.80	575.10	902.90	3.75
1498591451334713	413.54	679.65	3.80	573.21	905.56	3.74
1498591451338084	416.31	680.93	3.80	574.96	902.54	3.75
1498591451341346	417.30	681.67	3.80	573.85	903.53	3.75
1498591451344708	414.45	682.05	3.80	574.70	903.72	3.75
1498591451348050	419.08	676.23	3.81	578.52	903.58	3.75
1498591451351407	419.30	679.73	3.81	574.10	904.14	3.74
1498591451354702	413.45	678.94	3.81	574.54	903.31	3.75
1498591451358019	419.10	675.45	3.81	575.14	906.61	3.75
1498591451361378	414.83	679.79	3.81	571.42	905.73	3.74
1498591451364724	419.83	680.49	3.81	575.72	902.96	3.75
1498591451368098	411.87	680.58	3.81	574.15	903.71	3.75
1498591451371366	414.19	677.69	3.81	574.50	902.21	3.74
1498591451374703	413.49	680.93	3.81	573.87	902.59	3.74
1498591451378062	412.73	681.46	3.81	575.52	903.18	3.75
1498591451381426	417.35	678.97	3.80	574.83	905.11	3.75
1498591451384698	419.68	676.68	3.80	577.12	905.33	3.74
1498591451388018	416.89	678.42	3.80	572.39	902.66	3.75
1498591451391390	417.81	681.48	3.81	574.74	905.47	3.74
1498591451394748	412.53	679.42	3.80	573.28	899.09	3.75
1498591451398110	417.05	681.75	3.81	575.00	906.64	3.75
1498591451401349	415.86	678.57	3.81	575.08	903.32	3.74
1498591451404716	415.99	681.45	3.81	573.80	901.39	3.74
1498591451408061	416.48	679.06	3.81	576.35	900.58	3.75
1498591451411352	411.70	682.54	3.80	577.79	900.69	3.74
1498591451414710	417.41	681.33	3.81	574.62	901.86	3.74
1498591451418028	416.68	677.64	3.80	575.06	905.62	3.75
1498591451421402	417.59	676.09	3.81	576.54	899.62	3.75
1498591451424763	414.87	677.87	3.79	573.08	900.35	3.75
1498591451428033	414.40	680.00	3.81	571.97	903.17	3.75
1498591451431363	414.76	680.63	3.80	574.92	897.89	3.75
1498591451434724	410.73	681.36	3.81	573.68	909.12	3.75
1498591451438088	419.51	677.55	3.81	574.64	907.59	3.76
1498591451441336	420.96	678.28	3.81	575.30	904.63	3.76
1498591451444690	413.81	679.58	3.80	576.78	905.98	3.75
1498591451448049	414.00	676.79	3.81	578.02	902.96	3.75
1498591451451410	415.50	677.65	3.80	575.91	906.56	3.74
1498591451454660	417.86	682.08	3.80	576.58	906.70	3.75
1498591451458039	418.41	679.88	3.81	574.99	903.93	3.75
1498591451461379	411.11	678.41	3.80	577.14	904.45	3.75
1498591451464740	414.76	679.13	3.81	575.09	908.25	3.75
1498591451468099	412.50	681.10	3.80	577.01	904.16	3.75
1498591451471344	418.13	680.38	3.81	576.91	902.88	3.75
1498591451474704	415.79	678.38	3.80	572.91	906.14	3.75
1498591451478055	415.10	680.75	3.80	575.30	902.27	3.75
1498591451481426	414.62	680.15	3.80	575.14	906.05	3.75
1498591451484695	410.95	678.28	3.80	575.45	903.26	3.74
1498591451488029	418.00	677.54	3.80	574.91	901.35	3.75
1498591451491390	410.55	683.13	3.80	573.25	905.59	3.75
1498591451494750	416.35	680.42	3.80	574.91	898.91	3.75
1498591451498021	416.65	676.98	3.80	574.59	901.93	3.75
1498591451501358	414.76	677.52	3.81	574.43	900.71	3.74
1498591451504710	416.68	679.53	3.81	572.91	904.21	3.75
1498591451508081	418.13	680.23	3.80	574.47	902.20	3.74
1498591451511328	414.52	679.45	3.80	575.82	902.89	3.74
1498591451514684	417.59	680.13	3.80	573.18	902.97	3.75
1498591451518096	416.82	681.65	3.81	575.52	903.72	3.75
1498591451521362	413.99	678.45	3.80	574.84	900.15	3.75
1498591451524720	420.08	679.35	3.81	573.34	904.45	3.75
1498591451528080	415.23	680.11	3.81	573.77	904.95	3.74
1498591451531358	412.12	681.86	3.81	573.31	901.36	3.75
1498591451534688	415.91	681.48	3.81	576.59	902.09	3.75
1498591451538053	412.42	679.66	3.80	573.27	901.24	3.75
1498591451541406	417.16	676.57	3.81	573.45	903.78	3.75
1498591451544679	412.08	681.16	3.81	574.97	906.23	3.75
1498591451548020	418.47	679.81	3.81	574.15	901.15	3.75
1498591451551373	416.74	680.11	3.80	572.44	907.56	3.75
1498591451554722	415.96	681.27	3.81	575.40	905.28	3.75
1498591451557978	417.97	680.15	3.81	575.63	905.31	3.75
1498591451561339	416.00	680.80	3.81	575.50	905.99	3.75
1498591451564698	416.65	678.02	3.80	576.30	903.85	3.75
1498591451568058	412.98	685.28	3.81	577.76	905.39	3.75
1498591451571418	412.78	679.04	3.80	574.49	905.39	3.75
1498591451574686	422.55	680.85	3.81	574.39	903.77	3.75
1498591451578016	414.14	678.60	3.81	578.46	901.76	3.75
1498591451581384	419.60	676.32	3.81	574.53	904.75	3.75
1498591451584745	421.47	680.73	3.81	575.32	905.15	3.75
1498591451588012	420.66	676.64	3.81	574.04	904.67	3.75
1498591451591350	413.08	681.72	3.81	576.60	906.03	3.75
1498591451594714	412.27	682.47	3.80	574.84	904.29	3.75
1498591451598074	414.23	679.55	3.80	574.50	903.36	3.74
1498591451601314	416.36	678.00	3.81	575.33	903.36	3.74
1498591451604682	418.14	680.50	3.81	577.62	905.75	3.75
1498591451608035	416.73	679.14	3.80	578.76	904.88	3.75
1498591451611396	419.08	674.42	3.80	577.43	906.18	3.75
1498591451614667	416.65	680.33	3.81	575.23	905.76	3.74
1498591451618022	418.35	681.54	3.81	577.70	901.72	3.75
1498591451621362	416.94	677.71	3.80	576.06	906.18	3.75
1498591451624715	419.41	676.90	3.81	579.74	903.25	3.76
1498591451627983	415.24	679.09	3.81	573.13	902.59	3.74
1498591451631313	417.00	678.55	3.81	575.97	901.49	3.74
1498591451634680	417.89	678.94	3.81	577.00	906.00	3.75
1498591451638053	413.51	683.81	3.81	575.72	901.13	3.75
1498591451641307	412.51	681.06	3.80	576.18	899.78	3.75
1498591451644683	418.25	677.31	3.81	577.82	901.48	3.76
1498591451648003	410.22	680.18	3.80	574.71	909.83	3.75
1498591451651374	415.61	681.63	3.81	573.08	905.07	3.75
1498591451654736	416.51	679.38	3.80	575.19	904.63	3.75
1498591451658009	416.38	679.19	3.80	574.17	902.11	3.75
1498591451661341	415.41	677.66	3.80	577.14	903.85	3.75
1498591451664702	415.20	680.56	3.80	575.63	903.41	3.75
1498591451668059	417.56	679.66	3.81	576.49	902.55	3.75
1498591451671306	420.73	676.46	3.81	576.31	903.49	3.75
1498591451674666	416.54	681.06	3.81	576.72	899.98	3.75
1498591451678016	417.31	681.47	3.81	574.34	901.66	3.75
1498591451681384	414.08	679.03	3.81	576.27	901.87	3.75
1498591451684654	413.88	681.61	3.80	574.96	906.32	3.75
1498591451688012	415.98	680.40	3.81	573.83	901.66	3.75
1498591451691351	417.76	678.31	3.81	573.66	901.39	3.75
1498591451694710	420.60	677.36	3.81	572.97	904.18	3.75
1498591451697993	420.35	675.10	3.81	573.82	903.94	3.75
1498591451701317	418.84	681.87	3.81	576.36	903.26	3.75
1498591451704677	420.89	677.67	3.81	577.23	901.83	3.75
1498591451708034	413.70	677.89	3.81	573.64	906.61	3.75
1498591451711392	414.15	677.88	3.80	575.36	904.10	3.75
1498591451714676	418.32	679.66	3.81	575.46	905.37	3.75
1498591451718005	417.25	680.86	3.81	574.60	903.18	3.75
1498591451721360	413.55	677.88	3.80	573.50	906.05	3.75
1498591451724721	414.70	678.28	3.80	576.87	904.14	3.75
1498591451728008	418.45	676.44	3.80	577.21	903.80	3.75
1498591451731326	414.50	677.88	3.80	579.52	904.12	3.75
1498591451734689	417.32	680.01	3.81	576.84	905.73	3.75
1498591451738039	417.65	677.05	3.81	574.62	906.12	3.75
1498591451741329	415.50	677.53	3.80	576.78	903.60	3.75
1498591451744653	417.03	681.98	3.81	574.34	904.46	3.75
1498591451748014	416.66	680.37	3.80	577.38	904.73	3.75
1498591451751375	415.08	678.66	3.81	576.61	904.80	3.75
1498591451754630	416.62	676.14	3.80	578.30	903.04	3.75
1498591451757979	414.23	679.18	3.81	576.37	905.25	3.75
1498591451761345	416.53	678.52	3.81	572.80	901.91	3.75
1498591451764700	411.94	681.66	3.80	576.81	901.98	3.75
1498591451767980	417.24	681.75	3.80	575.13	900.61	3.75
1498591451771305	413.54	681.16	3.80	573.13	902.62	3.75
1498591451774664	414.77	680.97	3.81	572.57	902.47	3.74
1498591451778015	417.23	681.44	3.81	574.22	905.63	3.74
1498591451781385	416.21	680.86	3.81	577.74	904.38	3.75
1498591451784658	419.28	677.80	3.81	576.89	904.05	3.74
1498591451787991	413.88	681.50	3.80	577.85	903.60	3.75
1498591451791351	417.31	677.12	3.81	575.07	905.99	3.75
1498591451794709	413.40	676.73	3.81	575.64	903.75	3.75
1498591451797983	415.86	677.62	3.80	576.67	902.85	3.75
1498591451801317	414.21	678.63	3.81	575.08	898.38	3.75
1498591451804678	416.29	680.82	3.81	577.95	905.61	3.74
1498591451808036	419.60	677.64	3.81	574.65	903.45	3.75
1498591451811293	420.53	682.66	3.82	573.03	905.95	3.75
1498591451814649	422.53	681.97	3.82	575.68	905.91	3.75
1498591451818006	416.53	673.54	3.81	572.65	905.97	3.75
1498591451821364	414.15	681.51	3.81	576.29	904.92	3.75
1498591451824622	421.16	679.34	3.81	573.93	906.52	3.75
1498591451827972	416.16	680.68	3.81	573.78	905.74	3.75
1498591451831329	417.10	677.93	3.81	573.45	902.68	3.75
1498591451834692	415.93	680.75	3.81	573.24	902.92	3.75
1498591451837979	417.71	680.78	3.81	576.02	905.30	3.75
1498591451841290	413.35	678.21	3.81	576.99	902.59	3.75
1498591451844652	422.46	677.37	3.81	576.29	902.43	3.75
1498591451848015	417.04	680.52	3.81	575.35	903.28	3.75
1498591451851374	419.10	678.28	3.81	571.17	904.53	3.75
1498591451854644	418.31	677.88	3.80	576.36	902.75	3.75
1498591451857987	418.87	676.82	3.81	573.01	899.98	3.75
1498591451861340	414.28	678.35	3.81	575.17	903.39	3.75
1498591451864700	416.46	678.80	3.81	576.96	904.96	3.75
1498591451867969	419.47	681.71	3.81	573.31	904.86	3.75
1498591451871309	414.42	676.04	3.81	574.37	902.93	3.75
1498591451874666	417.91	678.47	3.80	574.28	901.57	3.74
1498591451878017	416.57	677.63	3.80	573.70	901.78	3.75
1498591451881385	415.24	677.26	3.80	573.75	906.73	3.75
1498591451884633	413.80	678.45	3.81	573.81	905.54	3.74
1498591451887991	416.45	679.27	3.80	575.55	903.32	3.75
1498591451891351	412.77	678.34	3.81	575.58	906.79	3.75
1498591451894699	414.25	679.19	3.81	575.96	901.87	3.75
1498591451897993	420.25	681.70	3.81	577.66	903.36	3.75
1498591451901320	419.73	680.28	3.81	575.39	904.66	3.75
1498591451904667	414.37	683.32	3.81	575.75	906.29	3.75
1498591451908035	417.95	677.65	3.81	576.03	903.77	3.75
1498591451911286	415.03	682.49	3.81	577.73	905.52	3.75
1498591451914632	415.20	680.29	3.81	578.24	905.64	3.75
1498591451918009	418.08	677.41	3.80	578.22	906.18	3.75
1498591451921364	412.73	680.49	3.80	577.14	904.21	3.75
1498591451924612	415.94	679.23	3.81	574.23	904.55	3.75
1498591451927957	417.64	680.38	3.81	574.99	904.86	3.75
1498591451931328	409.56	679.47	3.79	575.52	906.44	3.75
1498591451934688	407.88	682.93	3.81	574.85	906.13	3.75
1498591451937966	410.74	682.01	3.81	573.20	904.91	3.76
1498591451941302	412.72	680.71	3.81	577.48	909.14	3.75
1498591451944644	411.52	678.17	3.80	572.07	902.28	3.75
1498591451948001	418.46	678.96	3.80	572.10	907.46	3.75
1498591451951372	418.96	680.24	3.81	573.40	904.20	3.75
1498591451954608	414.45	680.77	3.80	574.51	905.55	3.75
1498591451957971	416.41	680.61	3.81	575.63	901.21	3.75
1498591451961342	416.65	679.04	3.80	576.57	905.36	3.75
1498591451964683	418.23	679.14	3.81	576.47	905.02	3.75
1498591451967953	416.47	679.29	3.81	575.51	906.52	3.75
1498591451971304	414.15	678.58	3.80	575.88	903.20	3.74
1498591451974666	415.85	681.24	3.81	574.93	905.51	3.75
1498591451978017	413.76	679.76	3.80	574.57	901.55	3.75
1498591451981273	419.27	675.75	3.81	576.76	903.24	3.75
1498591451984628	411.98	682.87	3.81	574.15	901.65	3.75
1498591451987992	413.74	678.82	3.80	573.09	905.82	3.75
1498591451991351	413.71	684.78	3.81	575.94	900.31	3.75
1498591451994601	415.65	680.26	3.81	575.54	903.26	3.75
1498591451997960	418.38	677.55	3.80	575.65	904.10	3.75
1498591452001318	417.65	677.07	3.80	574.48	902.73	3.75
1498591452004677	416.16	677.23	3.80	574.16	903.23	3.75
1498591452007955	417.19	679.63	3.81	575.13	903.94	3.74
1498591452011289	411.33	679.77	3.80	576.03	906.75	3.75
1498591452014644	416.14	678.65	3.81	571.76	903.76	3.75
1498591452018004	413.41	680.78	3.80	575.62	901.23	3.74
1498591452021362	419.49	680.58	3.80	574.03	905.10	3.75
1498591452024595	413.46	677.72	3.80	571.10	902.48	3.75
1498591452027970	414.29	677.02	3.80	576.27	899.80	3.75
1498591452031330	413.44	679.45	3.80	575.58	902.44	3.75
1498591452034675	416.51	677.06	3.80	574.13	903.76	3.75
1498591452037942	415.87	677.99	3.81	576.98	905.37	3.75
1498591452041293	417.99	677.27	3.81	574.97	905.78	3.75
1498591452044656	413.97	679.25	3.80	576.58	904.56	3.75
1498591452048015	414.69	679.07	3.81	575.19	904.09	3.75
1498591452051291	418.80	682.64	3.81	574.03	904.87	3.75
1498591452054627	421.70	677.78	3.81	575.57	898.62	3.75
1498591452057982	413.34	680.58	3.81	574.47	905.43	3.75
1498591452061341	417.94	679.58	3.81	575.24	906.19	3.75
1498591452064603	414.84	678.67	3.82	573.85	901.18	3.75
1498591452067958	415.27	678.92	3.81	574.21	899.66	3.75
1498591452071307	414.16	679.50	3.82	572.82	901.97	3.75
1498591452074669	413.85	681.05	3.80	575.61	903.50	3.76
1498591452077945	418.04	678.72	3.80	572.38	905.43	3.75
1498591452081293	415.42	678.84	3.80	573.17	903.74	3.75
1498591452084639	417.87	679.04	3.80	575.10	901.83	3.74
1498591452087991	414.41	679.59	3.81	572.03	905.24	3.75
1498591452091353	419.06	680.10	3.81	573.87	906.31	3.75
1498591452094615	417.22	681.62	3.80	576.17	905.65	3.75
1498591452097958	416.15	682.98	3.81	575.64	903.84	3.75
1498591452101320	416.72	682.57	3.80	576.31	904.02	3.74
1498591452104679	412.50	679.22	3.80	574.41	902.31	3.75
1498591452107950	415.22	683.20	3.80	574.21	907.46	3.75
1498591452111288	415.08	677.33	3.80	573.24	904.15	3.75
1498591452114642	412.69	679.40	3.81	573.92	905.53	3.75
1498591452118005	413.15	681.08	3.81	573.12	900.35	3.75
1498591452121283	420.20	677.50	3.81	573.68	904.60	3.75
1498591452124610	412.50	680.57	3.80	575.78	906.27	3.75
1498591452127968	414.34	678.82	3.81	574.47	905.02	3.74
1498591452131332	416.73	680.95	3.80	576.23	906.22	3.75
1498591452134613	415.51	678.72	3.80	576.06	907.24	3.75
1498591452137940	418.09	675.16	3.81	574.35	905.52	3.75
1498591452141296	414.60	679.23	3.81	572.20	898.57	3.75
1498591452144656	411.55	679.44	3.81	575.06	904.93	3.75
1498591452147921	418.17	680.32	3.81	575.35	900.70	3.75
1498591452151265	415.71	677.22	3.80	572.76	904.89	3.75
1498591452154628	415.03	678.46	3.81	576.96	903.63	3.75
1498591452157979	414.58	678.99	3.80	573.38	898.57	3.75
1498591452161342	418.75	678.82	3.81	574.38	903.27	3.75
1498591452164616	418.50	678.25	3.80	574.09	908.99	3.75
1498591452167946	416.25	679.13	3.80	573.36	905.22	3.75
1498591452171304	416.18	677.97	3.80	576.03	906.94	3.76
1498591452174665	421.16	677.45	3.81	574.27	902.89	3.76
1498591452177922	418.39	677.30	3.80	577.00	904.88	3.75
1498591452181274	416.95	678.35	3.81	576.73	903.52	3.75
1498591452184627	414.88	678.93	3.80	576.93	904.53	3.75
1498591452187992	419.91	678.20	3.81	576.93	903.43	3.75
1498591452191271	410.53	677.73	3.80	576.86	905.24	3.75
1498591452194606	414.71	679.01	3.80	575.56	906.05	3.75
1498591452197958	416.27	679.52	3.80	574.92	906.22	3.75
1498591452201322	415.21	678.16	3.81	573.89	904.59	3.75
1498591452204594	409.70	679.01	3.81	576.50	904.67	3.75
1498591452207919	420.92	678.77	3.81	578.71	904.04	3.75
1498591452211285	412.76	679.04	3.79	576.13	903.77	3.75
1498591452214645	416.11	677.33	3.80	574.56	904.08	3.75
1498591452217935	412.36	677.35	3.80	576.85	904.21	3.75
1498591452221253	415.79	679.86	3.80	578.83	904.84	3.75
1498591452224614	416.47	678.88	3.81	579.17	904.50	3.75
1498591452227972	418.51	678.04	3.81	571.94	906.03	3.75
1498591452231324	415.10	681.55	3.81	575.62	908.92	3.75
1498591452234613	415.26	676.74	3.80	575.51	908.14	3.75
1498591452237947	418.35	681.14	3.80	577.68	904.15	3.75
1498591452241294	418.40	677.80	3.81	574.00	902.46	3.74
1498591452244658	417.99	676.48	3.80	574.16	906.67	3.75
1498591452247936	417.31	681.20	3.81	576.58	900.83	3.75
1498591452251269	412.80	683.16	3.80	572.65	902.62	3.74
1498591452254621	413.38	678.38	3.81	574.47	904.15	3.74
1498591452257984	412.69	678.81	3.80	573.57	903.79	3.74
1498591452261246	419.43	679.07	3.81	573.53	904.88	3.74
1498591452264588	418.20	679.35	3.81	575.63	904.66	3.75
1498591452267950	415.02	677.38	3.81	576.30	904.31	3.75
1498591452271311	417.48	680.43	3.81	575.09	904.28	3.75
1498591452274671	411.76	677.83	3.80	573.65	906.49	3.76
1498591452277932	417.42	678.48	3.81	577.50	908.10	3.75
1498591452281273	420.64	678.80	3.81	573.72	906.28	3.75
1498591452284637	415.95	677.66	3.80	575.89	904.13	3.75
1498591452287992	414.97	679.42	3.81	572.18	902.53	3.75
1498591452291259	414.12	680.37	3.81	576.77	905.77	3.75
1498591452294597	415.92	677.05	3.81	577.66	906.26	3.75
1498591452297957	417.56	679.26	3.80	577.60	906.18	3.75
1498591452301319	417.54	679.52	3.81	574.02	905.29	3.75
1498591452304570	421.02	677.47	3.81	575.75	903.14	3.74
1498591452307921	419.39	679.74	3.81	573.54	902.90	3.75
1498591452311282	421.17	679.34	3.81	573.90	902.77	3.75
1498591452314648	417.12	681.82	3.81	572.10	906.01	3.75
1498591452317906	410.29	681.26	3.80	574.94	903.89	3.74
1498591452321256	409.77	680.27	3.81	573.38	904.57	3.75
1498591452324599	412.03	680.84	3.81	573.91	903.80	3.75
1498591452327960	419.80	680.70	3.81	576.33	907.04	3.74
1498591452331252	417.79	680.53	3.81	575.63	902.08	3.75
1498591452334577	418.53	679.06	3.81	577.16	903.71	3.75
1498591452337925	413.73	681.20	3.81	573.75	900.79	3.75
1498591452341286	415.78	680.16	3.81	576.86	905.97	3.74
1498591452344657	418.04	683.47	3.81	576.79	904.47	3.74
1498591452347905	414.70	680.22	3.81	573.73	904.20	3.74
1498591452351261	418.75	678.95	3.81	574.26	904.69	3.75
1498591452354610	419.47	681.81	3.81	577.92	904.12	3.75
1498591452357980	411.97	683.02	3.80	580.50	905.96	3.75
1498591452361261	418.52	678.00	3.81	574.37	904.71	3.75
1498591452364593	415.86	679.18	3.81	575.23	903.94	3.75
1498591452367949	420.28	680.22	3.81	577.77	905.27	3.75
1498591452371309	416.33	678.33	3.81	577.49	906.48	3.74
1498591452374585	417.42	679.58	3.81	576.96	905.44	3.75
1498591452377915	411.46	679.60	3.80	576.38	903.03	3.75
