Time	L POR X [px]	L POR Y [px]	L Diam [mm]	R POR X [px]	R POR Y [px]	R Diam [mm]
1498591443532349	415.72	680.99	3.81	578.55	902.68	3.74
1498591443535608	417.37	682.60	3.81	577.29	909.29	3.75
1498591443538957	417.19	680.19	3.81	575.06	903.37	3.75
1498591443542317	419.36	678.72	3.81	576.17	902.00	3.75
1498591443545667	416.62	677.82	3.80	577.04	907.68	3.75
1498591443548924	411.40	682.26	3.81	575.45	905.80	3.75
1498591443552293	418.86	680.11	3.81	573.03	908.15	3.75
1498591443555626	414.79	680.85	3.81	578.22	902.01	3.75
1498591443559001	415.88	679.44	3.81	573.40	903.93	3.75
1498591443562281	414.47	677.94	3.81	574.85	903.29	3.75
1498591443565638	411.88	682.72	3.81	575.61	902.44	3.75
1498591443568968	415.03	681.97	3.81	577.88	904.31	3.75
1498591443572328	413.62	680.57	3.80	575.52	906.01	3.75
1498591443575673	413.23	677.66	3.80	576.26	903.55	3.75
1498591443578937	417.10	680.19	3.81	577.79	903.47	3.75
1498591443582304	412.18	677.37	3.80	577.85	902.27	3.75
1498591443585657	420.01	677.83	3.81	576.82	902.63	3.75
1498591443589013	413.72	682.59	3.81	574.98	902.27	3.75
1498591443592289	412.31	677.83	3.80	576.17	903.20	3.75
1498591443595619	412.86	680.70	3.81	576.90	902.39	3.75
1498591443598977	412.11	677.13	3.80	576.64	904.52	3.75
1498591443602341	414.37	678.26	3.81	576.01	903.21	3.74
1498591443605593	415.80	676.49	3.80	578.68	906.03	3.75
1498591443608941	413.00	683.00	3.80	575.98	904.06	3.75
1498591443612305	411.94	682.05	3.81	574.33	904.24	3.75
1498591443615665	414.87	679.50	3.80	576.06	902.98	3.74
1498591443619025	417.19	678.64	3.81	576.61	903.58	3.74
1498591443622268	417.92	683.80	3.81	577.93	902.83	3.75
1498591443625617	417.39	676.96	3.80	575.48	904.27	3.75
1498591443628993	416.21	677.86	3.80	574.76	904.51	3.75
1498591443632355	415.43	679.77	3.81	575.44	902.69	3.75
1498591443635629	420.54	678.88	3.81	578.46	906.17	3.75
1498591443638954	417.59	680.39	3.81	577.07	907.14	3.75
1498591443642316	414.33	680.90	3.81	574.45	907.80	3.75
1498591443645676	416.54	680.64	3.81	576.24	902.83	3.76
1498591443648942	414.94	681.74	3.81	577.05	902.58	3.75
1498591443652283	412.47	683.54	3.80	575.03	906.51	3.75
1498591443655641	416.05	680.56	3.81	575.68	904.48	3.75
1498591443659001	416.46	677.63	3.81	571.89	902.87	3.75
1498591443662278	418.48	679.50	3.81	573.12	903.21	3.75
1498591443665608	416.84	681.17	3.81	577.29	902.99	3.75
1498591443668968	418.86	678.62	3.81	575.91	902.84	3.74
1498591443672328	417.31	682.16	3.81	576.55	903.86	3.74
1498591443675603	419.04	678.85	3.80	573.40	902.11	3.75
1498591443678931	414.43	680.34	3.80	572.29	901.82	3.75
1498591443682292	411.57	678.99	3.80	577.02	905.51	3.75
1498591443685656	409.59	680.87	3.81	574.97	901.01	3.75
1498591443689014	417.79	678.49	3.81	577.12	902.29	3.74
1498591443692255	412.45	683.15	3.80	576.23	904.99	3.75
1498591443695620	410.50	681.14	3.80	575.84	908.49	3.76
1498591443698980	410.59	679.83	3.80	573.93	902.72	3.75
1498591443702340	414.17	681.87	3.81	573.50	902.12	3.75
1498591443705585	412.05	681.23	3.81	574.16	903.71	3.74
1498591443708944	410.80	683.89	3.80	576.74	906.80	3.75
1498591443712305	415.39	678.39	3.81	577.12	902.78	3.75
1498591443715665	416.82	681.26	3.81	574.70	903.07	3.75
1498591443718948	410.71	682.43	3.80	577.26	906.08	3.75
1498591443722264	418.73	678.59	3.81	575.90	905.23	3.75
1498591443725628	413.55	677.57	3.80	574.17	904.04	3.75
1498591443728991	415.71	677.73	3.81	577.64	902.41	3.75
1498591443732253	413.61	680.81	3.81	574.33	907.97	3.75
1498591443735597	414.50	679.56	3.80	574.12	903.72	3.75
1498591443738957	418.23	679.08	3.80	576.84	905.44	3.75
1498591443742309	412.26	680.41	3.80	573.25	901.09	3.74
1498591443745597	418.03	677.85	3.82	576.67	903.41	3.75
1498591443748929	410.06	677.94	3.81	576.26	907.05	3.75
1498591443752274	415.33	678.44	3.80	576.26	906.72	3.74
1498591443755640	415.83	679.67	3.80	575.54	903.78	3.75
1498591443759001	414.40	679.34	3.81	577.07	905.11	3.75
1498591443762251	416.75	678.63	3.81	577.42	905.84	3.75
1498591443765609	415.70	680.09	3.81	575.42	904.65	3.75
1498591443768966	416.32	681.33	3.81	576.04	903.96	3.75
1498591443772329	417.80	679.10	3.80	576.28	901.48	3.75
1498591443775591	415.87	678.84	3.80	573.84	904.48	3.75
1498591443778938	418.75	677.03	3.81	577.29	901.22	3.74
1498591443782294	415.28	678.37	3.81	577.29	903.27	3.75
1498591443785648	414.66	678.88	3.80	579.21	903.54	3.75
1498591443788934	418.23	678.66	3.81	576.75	906.81	3.75
1498591443792252	415.93	681.18	3.80	576.08	902.01	3.75
1498591443795620	415.63	682.06	3.80	578.09	903.36	3.74
1498591443798980	414.56	679.91	3.80	574.97	902.54	3.74
1498591443802254	415.39	678.24	3.80	576.89	904.36	3.75
1498591443805599	417.23	678.61	3.80	577.64	905.24	3.75
1498591443808948	415.84	680.15	3.81	576.47	903.59	3.75
1498591443812305	413.39	678.92	3.80	576.69	904.10	3.75
1498591443815582	416.95	680.83	3.81	576.08	907.16	3.75
1498591443818910	421.13	678.76	3.80	575.52	905.37	3.74
1498591443822271	415.76	678.53	3.81	574.64	904.45	3.75
1498591443825630	413.97	682.81	3.81	576.86	904.56	3.74
1498591443828992	412.71	679.64	3.81	575.15	903.47	3.75
1498591443832271	417.32	677.36	3.81	577.09	903.28	3.75
1498591443835596	410.15	680.16	3.81	576.20	904.05	3.75
1498591443838956	416.00	678.64	3.81	577.61	904.28	3.75
1498591443842318	412.94	680.41	3.81	579.07	905.45	3.75
1498591443845565	417.60	676.28	3.81	579.07	905.08	3.75
1498591443848922	417.31	680.55	3.80	578.74	906.43	3.75
1498591443852281	411.13	678.74	3.80	582.79	904.27	3.75
1498591443855644	415.35	678.98	3.81	580.27	903.03	3.75
1498591443858915	412.06	680.27	3.80	580.16	904.81	3.76
1498591443862251	413.77	677.56	3.81	579.32	906.39	3.75
1498591443865609	418.30	677.58	3.80	581.26	905.73	3.76
1498591443868966	418.64	678.10	3.80	580.72	902.86	3.75
1498591443872226	410.89	681.77	3.80	579.23	906.38	3.76
1498591443875591	420.29	676.79	3.81	580.21	905.62	3.75
1498591443878934	411.34	677.58	3.81	577.51	902.04	3.75
1498591443882294	418.20	677.86	3.81	579.31	906.18	3.76
1498591443885550	417.18	679.71	3.81	577.37	906.08	3.75
1498591443888921	414.00	679.25	3.81	576.15	904.96	3.75
1498591443892261	417.15	677.15	3.81	576.87	905.49	3.75
1498591443895621	414.55	677.54	3.80	578.80	905.72	3.75
1498591443898980	415.80	679.67	3.80	579.16	904.91	3.75
1498591443902256	414.77	680.91	3.81	582.47	909.70	3.76
1498591443905588	413.12	679.46	3.80	579.16	901.86	3.75
1498591443908946	414.93	679.24	3.81	578.44	905.24	3.75
1498591443912303	418.43	679.32	3.80	578.23	904.92	3.76
1498591443915584	416.41	680.49	3.80	579.79	907.63	3.76
1498591443918913	418.69	678.89	3.81	579.62	907.05	3.75
1498591443922258	413.60	679.94	3.81	578.75	903.32	3.76
1498591443925618	420.71	679.55	3.80	578.48	904.33	3.75
1498591443928907	418.32	680.51	3.81	576.87	906.41	3.76
1498591443932223	417.55	678.79	3.80	579.19	905.33	3.75
1498591443935607	415.20	681.14	3.81	579.06	905.96	3.76
1498591443938958	420.24	676.30	3.80	578.80	905.29	3.75
1498591443942215	414.86	679.58	3.81	579.02	907.89	3.76
1498591443945573	415.12	682.00	3.80	579.43	903.14	3.75
1498591443948924	416.77	680.50	3.81	578.74	904.84	3.75
1498591443952274	416.10	677.20	3.80	580.32	907.39	3.76
1498591443955567	416.69	679.83	3.80	579.06	905.34	3.75
1498591443958920	417.72	681.17	3.81	575.76	902.19	3.75
1498591443962248	414.92	682.83	3.81	575.51	904.59	3.75
1498591443965609	417.69	679.29	3.81	576.13	903.86	3.75
1498591443968968	412.64	680.89	3.81	576.57	910.58	3.75
1498591443972239	412.41	681.92	3.81	578.26	906.63	3.75
1498591443975576	418.45	684.26	3.81	576.24	905.10	3.75
1498591443978936	415.66	680.86	3.81	576.02	907.34	3.75
1498591443982294	413.88	681.35	3.80	575.51	904.84	3.75
1498591443985566	416.69	681.06	3.81	578.34	905.87	3.74
1498591443988900	410.03	678.38	3.80	576.44	903.81	3.75
1498591443992259	411.88	679.51	3.80	576.84	905.24	3.75
1498591443995620	416.94	680.54	3.81	573.18	905.02	3.75
1498591443998886	412.14	682.28	3.81	576.33	905.60	3.75
1498591444002222	417.10	682.62	3.81	575.63	902.81	3.75
1498591444005587	415.69	678.72	3.81	576.24	902.06	3.75
1498591444008949	417.00	680.00	3.81	574.28	901.85	3.75
1498591444012306	413.12	679.53	3.81	573.96	904.42	3.75
1498591444015569	418.45	680.16	3.81	574.93	904.30	3.75
1498591444018911	414.91	678.42	3.81	574.01	904.00	3.75
1498591444022273	416.56	679.28	3.81	575.81	902.62	3.75
1498591444025635	419.18	677.10	3.81	575.02	903.83	3.75
1498591444028911	412.94	678.74	3.80	577.15	905.13	3.75
1498591444032240	416.54	677.45	3.80	575.93	905.90	3.75
1498591444035597	410.73	676.83	3.79	572.93	902.58	3.75
1498591444038958	415.05	679.21	3.81	576.60	904.88	3.75
1498591444042230	415.72	678.34	3.81	572.10	904.09	3.75
1498591444045564	414.67	681.72	3.80	574.30	904.46	3.75
1498591444048913	417.20	679.78	3.80	573.47	906.99	3.75
1498591444052288	411.97	679.44	3.80	575.47	903.25	3.75
1498591444055532	418.82	679.53	3.81	573.11	904.69	3.75
1498591444058894	414.09	680.32	3.80	573.92	901.00	3.74
1498591444062244	413.77	681.21	3.80	577.05	898.75	3.75
1498591444065611	414.92	681.75	3.81	577.72	904.84	3.75
1498591444068889	416.02	677.39	3.80	573.90	904.55	3.74
1498591444072210	416.22	678.48	3.81	575.53	904.97	3.75
1498591444075574	417.38	679.52	3.81	572.73	905.36	3.75
1498591444078941	414.46	678.64	3.80	575.71	905.88	3.75
1498591444082281	417.37	675.73	3.80	572.48	904.55	3.75
1498591444085529	413.02	678.70	3.80	575.02	901.01	3.75
1498591444088898	412.28	681.98	3.80	577.46	902.66	3.75
1498591444092262	418.76	679.74	3.81	572.34	908.80	3.75
1498591444095621	419.37	676.82	3.80	570.24	909.02	3.75
1498591444098890	417.32	680.31	3.81	573.55	902.31	3.75
1498591444102225	418.22	679.29	3.81	575.21	901.87	3.76
1498591444105587	412.74	676.08	3.80	573.74	904.90	3.75
1498591444108940	418.84	681.00	3.81	573.72	903.90	3.75
1498591444112196	418.28	679.13	3.81	573.17	904.06	3.75
1498591444115547	417.83	679.42	3.81	574.97	904.17	3.75
1498591444118912	417.39	679.49	3.81	574.01	902.98	3.75
1498591444122273	415.10	682.34	3.81	575.40	908.15	3.75
1498591444125552	417.64	678.72	3.80	573.40	903.26	3.75
1498591444128897	413.49	677.14	3.80	574.53	906.33	3.75
1498591444132242	419.08	679.04	3.81	576.05	903.31	3.75
1498591444135596	414.12	681.20	3.80	574.50	903.70	3.75
1498591444138855	415.79	677.09	3.80	573.25	904.65	3.74
1498591444142220	415.04	679.16	3.80	576.11	904.87	3.75
1498591444145565	418.81	679.63	3.81	573.13	904.63	3.75
1498591444148921	413.13	680.56	3.81	574.18	902.05	3.75
1498591444152284	413.60	678.97	3.81	576.21	899.90	3.75
1498591444155529	414.85	676.99	3.80	574.35	903.94	3.75
1498591444158892	414.49	681.42	3.80	573.45	901.94	3.75
1498591444162253	413.94	678.45	3.80	573.39	905.31	3.75
1498591444165600	412.41	678.76	3.81	574.28	906.72	3.75
1498591444168858	419.55	677.31	3.81	576.38	902.68	3.75
1498591444172215	418.79	680.98	3.81	573.63	903.79	3.75
1498591444175574	416.23	679.26	3.80	575.16	901.04	3.74
1498591444178940	419.12	679.02	3.81	574.20	905.79	3.75
1498591444182191	414.20	681.48	3.80	573.64	903.68	3.75
1498591444185552	419.77	680.31	3.81	574.99	902.08	3.74
1498591444188903	416.92	680.71	3.80	577.92	904.78	3.75
1498591444192264	417.00	680.04	3.81	576.36	903.84	3.75
1498591444195545	414.01	679.40	3.81	575.77	902.11	3.74
1498591444198899	414.31	680.26	3.81	572.68	903.51	3.74
1498591444202229	421.96	682.45	3.81	575.30	900.76	3.74
1498591444205587	411.76	678.11	3.81	574.57	905.76	3.74
1498591444208865	412.65	682.19	3.81	575.79	903.72	3.74
1498591444212226	412.82	677.17	3.80	576.80	902.20	3.75
1498591444215551	414.82	682.47	3.80	574.32	899.61	3.75
1498591444218916	411.87	677.30	3.80	574.79	902.05	3.74
1498591444222257	412.75	679.05	3.80	572.90	900.67	3.75
1498591444225521	417.71	679.06	3.81	574.04	900.95	3.75
1498591444228878	414.72	678.00	3.81	574.07	903.26	3.74
1498591444232242	418.70	680.35	3.81	576.01	904.26	3.74
1498591444235598	413.60	679.45	3.80	574.38	902.39	3.74
1498591444238881	419.32	682.06	3.81	574.83	902.63	3.75
1498591444242208	416.27	677.83	3.80	576.28	906.14	3.76
1498591444245566	412.17	680.05	3.80	574.39	902.31	3.74
1498591444248927	416.01	678.40	3.80	575.91	905.71	3.75
1498591444252180	417.22	680.84	3.81	577.32	902.80	3.75
1498591444255533	414.09	678.72	3.80	574.98	901.05	3.75
1498591444258893	416.85	680.46	3.81	575.98	903.31	3.74
1498591444262248	416.06	679.31	3.81	575.84	899.00	3.75
1498591444265503	417.22	679.68	3.80	574.16	902.29	3.74
1498591444268881	414.59	678.80	3.80	574.90	903.76	3.75
1498591444272221	415.55	677.83	3.81	574.80	903.25	3.74
1498591444275574	415.97	679.63	3.80	573.68	905.09	3.75
1498591444278933	416.15	676.64	3.81	576.13	905.78	3.74
1498591444282214	420.31	676.16	3.81	572.65	901.74	3.75
1498591444285545	417.69	679.97	3.81	574.53	902.01	3.75
1498591444288903	418.30	680.54	3.80	573.25	902.49	3.75
1498591444292260	415.48	681.84	3.81	574.14	903.42	3.75
1498591444295518	419.38	674.73	3.81	572.86	902.43	3.75
1498591444298873	419.89	680.95	3.81	576.11	903.59	3.75
1498591444302226	411.25	683.00	3.82	573.59	905.03	3.75
1498591444305586	414.73	678.97	3.82	571.79	903.69	3.74
1498591444308865	416.93	678.84	3.81	576.55	906.79	3.75
1498591444312200	419.86	680.46	3.81	576.24	904.62	3.75
1498591444315540	413.10	682.81	3.81	576.32	904.73	3.75
1498591444318901	411.15	679.14	3.81	574.71	906.92	3.75
1498591444322265	415.71	682.36	3.81	576.46	903.14	3.75
1498591444325524	417.80	681.75	3.81	578.03	903.10	3.75
1498591444328867	418.98	679.59	3.81	578.37	904.89	3.75
1498591444332242	417.07	678.71	3.81	577.06	904.15	3.75
1498591444335502	416.30	679.32	3.81	575.73	904.14	3.75
1498591444338880	412.67	679.35	3.80	574.71	906.84	3.75
1498591444342211	415.47	677.35	3.81	575.49	902.73	3.75
1498591444345567	413.32	681.74	3.81	575.22	905.55	3.75
1498591444348928	412.16	678.95	3.81	576.25	902.27	3.75
1498591444352176	417.92	677.95	3.80	576.41	902.96	3.75
1498591444355529	416.52	676.64	3.80	576.19	905.89	3.75
1498591444358895	411.11	680.42	3.80	577.26	903.79	3.74
1498591444362252	418.78	678.49	3.81	576.33	905.44	3.75
1498591444365508	417.72	676.74	3.80	576.70	902.61	3.75
1498591444368861	416.38	678.87	3.81	573.88	906.60	3.75
1498591444372218	417.97	678.76	3.81	575.97	903.42	3.75
1498591444375576	410.42	681.22	3.81	576.14	903.91	3.75
1498591444378855	412.64	678.68	3.81	575.84	899.79	3.75
1498591444382183	413.65	679.04	3.80	573.49	905.01	3.75
1498591444385544	413.12	677.96	3.81	572.41	902.83	3.75
1498591444388903	416.63	674.45	3.80	574.46	899.44	3.75
1498591444392263	418.18	679.54	3.81	576.12	902.56	3.75
1498591444395493	412.84	680.42	3.80	581.08	903.79	3.75
1498591444398867	415.37	680.32	3.80	579.63	908.28	3.75
1498591444402229	415.82	677.81	3.81	579.47	904.53	3.75
1498591444405590	412.95	676.21	3.81	579.93	900.47	3.75
1498591444408862	414.53	680.42	3.81	579.85	901.50	3.76
1498591444412199	414.67	680.99	3.81	579.05	903.45	3.75
1498591444415556	419.91	679.41	3.81	577.42	905.16	3.75
1498591444418917	420.51	681.11	3.81	573.53	903.59	3.75
1498591444422191	416.71	681.92	3.81	573.38	904.85	3.75
1498591444425520	422.16	677.47	3.81	575.78	905.17	3.75
1498591444428882	416.11	679.73	3.81	574.89	906.18	3.75
1498591444432242	412.57	679.14	3.80	573.51	903.55	3.75
1498591444435518	423.43	677.52	3.81	575.36	904.53	3.76
1498591444438850	421.22	677.42	3.81	575.42	904.51	3.75
1498591444442210	418.33	682.23	3.81	577.53	906.59	3.75
1498591444445569	418.45	677.69	3.81	576.46	902.52	3.75
1498591444448828	417.78	678.63	3.81	577.09	902.34	3.75
1498591444452166	413.18	679.67	3.80	578.79	905.26	3.75
1498591444455530	413.56	680.66	3.81	574.20	902.86	3.74
1498591444458903	416.26	677.14	3.81	576.58	904.09	3.75
1498591444462249	416.06	678.95	3.81	574.30	905.64	3.75
1498591444465492	418.06	678.10	3.80	577.28	903.69	3.75
1498591444468858	417.13	680.17	3.80	573.15	905.41	3.75
1498591444472219	412.33	679.90	3.81	573.78	904.05	3.75
1498591444475580	415.86	681.25	3.80	576.56	902.11	3.75
1498591444478844	411.99	680.54	3.80	578.30	901.37	3.75
1498591444482182	415.04	678.71	3.81	577.52	903.02	3.75
1498591444485548	419.21	676.75	3.80	573.14	904.05	3.75
1498591444488902	414.06	679.50	3.80	576.32	904.25	3.74
1498591444492149	415.67	680.81	3.80	573.23	904.22	3.74
1498591444495495	417.54	679.01	3.81	575.29	902.76	3.75
1498591444498858	405.53	680.98	3.79	574.19	908.40	3.75
1498591444502232	416.05	676.18	3.81	576.68	902.49	3.75
1498591444505512	417.16	681.22	3.81	575.52	903.64	3.75
1498591444508836	418.60	679.85	3.81	574.74	903.01	3.75
1498591444512185	418.23	678.98	3.81	576.17	902.01	3.75
1498591444515545	420.38	679.99	3.81	574.70	901.29	3.75
1498591444518827	413.94	684.08	3.80	576.63	903.31	3.75
1498591444522190	414.36	678.14	3.80	575.54	902.96	3.75
1498591444525520	412.40	679.87	3.81	574.27	903.68	3.75
1498591444528877	411.76	677.79	3.81	576.37	904.04	3.75
1498591444532245	416.74	679.50	3.81	579.57	904.35	3.75
1498591444535514	415.96	681.37	3.81	574.38	902.90	3.75
1498591444538845	415.28	681.64	3.81	576.01	902.77	3.74
1498591444542206	419.06	678.55	3.81	573.57	904.21	3.75
1498591444545566	418.07	679.98	3.80	576.99	901.98	3.75
1498591444548828	412.91	681.67	3.81	575.88	901.90	3.75
1498591444552173	416.08	679.79	3.81	576.28	898.93	3.75
1498591444555526	416.86	679.88	3.80	574.07	901.86	3.75
1498591444558904	419.00	682.12	3.81	573.14	904.49	3.75
1498591444562141	412.85	681.55	3.80	577.56	902.09	3.74
1498591444565495	415.39	679.69	3.81	574.20	904.94	3.74
1498591444568857	411.35	679.30	3.81	575.40	900.21	3.75
1498591444572223	412.86	683.21	3.81	576.53	900.31	3.75
1498591444575498	413.75	683.55	3.81	574.54	901.34	3.75
1498591444578837	410.96	680.48	3.80	573.33	905.92	3.75
1498591444582188	414.69	678.30	3.80	572.41	899.10	3.75
1498591444585542	416.71	679.41	3.81	574.15	904.26	3.75
1498591444588809	411.03	678.36	3.80	577.99	904.38	3.75
1498591444592171	417.77	678.25	3.80	575.28	903.69	3.74
1498591444595512	416.43	678.22	3.81	574.88	907.53	3.74
1498591444598869	415.77	680.32	3.80	575.84	903.98	3.75
1498591444602229	418.10	680.02	3.80	573.45	901.50	3.75
1498591444605497	413.30	681.02	3.80	573.02	905.73	3.75
1498591444608839	415.70	679.80	3.81	576.49	901.27	3.75
1498591444612196	414.31	679.75	3.81	573.09	897.33	3.75
1498591444615556	417.75	676.81	3.81	574.92	900.56	3.75
1498591444618829	414.86	677.27	3.80	575.65	906.14	3.75
1498591444622164	416.72	679.17	3.80	575.43	904.93	3.74
1498591444625526	414.17	680.51	3.80	574.62	904.28	3.75
1498591444628883	413.86	680.09	3.80	575.62	903.13	3.75
1498591444632139	415.63	680.04	3.80	575.24	902.10	3.75
1498591444635500	417.18	679.38	3.81	576.25	905.00	3.75
1498591444638852	414.30	683.10	3.81	577.05	902.10	3.75
1498591444642208	418.35	679.77	3.81	578.88	902.04	3.75
1498591444645495	415.37	678.47	3.81	573.76	903.05	3.75
1498591444648834	417.03	679.84	3.80	575.62	904.38	3.75
1498591444652174	414.47	681.95	3.80	576.67	903.52	3.75
1498591444655522	415.13	681.70	3.80	575.04	903.40	3.75
1498591444658795	413.83	678.38	3.80	574.73	905.13	3.75
1498591444662158	412.35	678.74	3.80	576.10	904.75	3.75
1498591444665501	417.61	678.39	3.80	574.98	904.33	3.75
1498591444668858	417.84	676.24	3.80	578.18	903.48	3.75
1498591444672221	414.11	675.12	3.80	577.84	902.06	3.74
1498591444675493	415.05	681.80	3.81	577.72	901.93	3.75
1498591444678826	413.34	676.74	3.80	573.81	904.44	3.75
1498591444682184	415.79	679.42	3.81	573.51	903.82	3.75
1498591444685544	418.40	678.98	3.80	575.96	904.71	3.75
1498591444688804	413.43	681.51	3.80	574.10	904.72	3.75
1498591444692149	416.09	678.64	3.80	575.99	899.26	3.75
1498591444695510	413.59	679.25	3.80	575.64	901.99	3.75
1498591444698870	414.30	677.23	3.80	576.51	902.73	3.75
1498591444702136	420.32	678.34	3.81	578.11	902.97	3.75
1498591444705487	416.28	679.14	3.81	574.70	902.45	3.75
1498591444708836	420.14	678.98	3.81	574.95	903.84	3.75
1498591444712197	411.34	681.37	3.82	578.27	901.67	3.75
1498591444715556	416.32	681.89	3.81	576.81	904.01	3.75
1498591444718789	419.69	680.13	3.81	576.03	904.79	3.75
1498591444722162	412.22	681.35	3.81	574.24	902.63	3.75
1498591444725521	416.72	679.32	3.81	572.88	905.34	3.74
1498591444728880	415.75	682.52	3.81	575.16	905.13	3.74
1498591444732130	417.65	679.38	3.81	575.85	901.94	3.74
1498591444735485	417.32	681.22	3.81	578.15	904.69	3.75
1498591444738847	414.04	675.51	3.80	578.88	902.04	3.75
1498591444742208	418.99	682.11	3.81	579.00	906.78	3.75
1498591444745477	420.98	679.81	3.81	578.31	904.15	3.75
1498591444748820	417.31	678.76	3.81	580.74	904.59	3.75
1498591444752173	416.32	679.04	3.80	580.46	905.49	3.75
1498591444755535	415.94	678.74	3.81	577.97	904.84	3.75
1498591444758798	413.99	681.71	3.81	580.03	904.93	3.75
1498591444762129	418.55	680.44	3.80	577.59	901.78	3.75
1498591444765498	416.93	677.33	3.81	581.17	899.29	3.76
1498591444768860	417.49	682.01	3.81	578.72	903.42	3.75
1498591444772114	410.45	681.65	3.81	577.07	904.08	3.75
1498591444775463	411.58	679.83	3.81	579.71	904.78	3.75
1498591444778829	412.71	677.99	3.81	578.22	907.99	3.75
1498591444782190	413.55	679.82	3.80	572.49	903.51	3.75
1498591444785537	416.77	679.23	3.80	574.91	900.25	3.74
1498591444788798	412.45	677.79	3.80	574.97	902.37	3.75
1498591444792153	418.19	678.36	3.80	575.70	903.57	3.75
1498591444795511	415.49	678.91	3.81	572.56	903.37	3.74
1498591444798871	413.14	680.93	3.80	575.01	901.68	3.74
1498591444802118	412.73	680.43	3.80	576.71	903.90	3.75
1498591444805481	414.29	678.51	3.81	573.18	901.41	3.75
1498591444808839	418.42	679.89	3.81	575.44	906.17	3.75
1498591444812196	411.25	679.26	3.80	576.14	904.75	3.75
1498591444815452	417.41	679.34	3.80	578.12	899.55	3.75
1498591444818812	411.06	683.71	3.81	574.47	900.94	3.75
1498591444822170	418.89	678.01	3.80	574.64	903.79	3.75
1498591444825524	417.56	681.59	3.81	572.91	905.47	3.75
1498591444828782	415.66	678.87	3.81	577.37	901.34	3.76
1498591444832135	417.10	681.62	3.80	576.23	907.00	3.75
1498591444835490	416.90	678.36	3.81	578.85	906.93	3.75
1498591444838848	416.83	680.80	3.80	577.99	902.99	3.75
1498591444842195	417.19	677.95	3.81	575.17	902.54	3.75
1498591444845436	414.30	679.80	3.81	575.18	905.47	3.75
1498591444848819	414.57	676.85	3.80	575.31	904.42	3.75
1498591444852175	416.79	677.81	3.81	574.02	902.90	3.75
1498591444855536	415.52	681.48	3.81	575.47	903.28	3.75
1498591444858784	414.54	677.04	3.80	576.41	902.80	3.75
1498591444862156	416.29	678.41	3.80	577.75	903.59	3.75
1498591444865499	414.70	682.95	3.80	576.16	905.50	3.75
1498591444868860	415.59	679.55	3.80	576.11	902.41	3.75
1498591444872128	415.28	680.17	3.80	575.87	906.86	3.75
1498591444875463	418.10	680.56	3.80	575.80	909.32	3.75
1498591444878825	417.73	679.40	3.80	573.53	907.01	3.75
1498591444882185	413.92	680.54	3.80	575.94	906.62	3.75
1498591444885460	416.35	681.56	3.80	576.01	904.39	3.75
1498591444888786	414.92	680.49	3.81	576.51	906.40	3.75
1498591444892151	408.69	678.98	3.80	575.72	906.15	3.76
1498591444895513	417.60	678.75	3.80	573.73	905.67	3.75
1498591444898770	414.82	681.21	3.81	574.84	903.73	3.75
1498591444902145	413.81	680.14	3.81	573.89	899.01	3.75
1498591444905478	418.31	681.25	3.80	577.58	902.61	3.75
1498591444908839	418.25	679.79	3.80	575.39	902.54	3.74
1498591444912198	416.18	679.64	3.80	572.19	904.94	3.75
1498591444915465	412.28	679.63	3.81	576.08	903.26	3.75
1498591444918803	410.88	680.81	3.80	575.48	906.87	3.75
1498591444922168	410.84	680.74	3.80	575.64	903.56	3.75
1498591444925524	417.20	679.43	3.81	578.73	903.32	3.75
1498591444928800	417.12	679.30	3.80	576.28	904.69	3.75
1498591444932131	413.02	678.70	3.81	575.66	902.44	3.75
1498591444935490	411.56	682.67	3.80	577.35	904.39	3.75
1498591444938849	414.45	679.52	3.80	574.86	904.70	3.75
1498591444942106	414.85	680.48	3.80	575.50	902.22	3.75
1498591444945468	416.04	680.11	3.81	572.94	904.52	3.75
1498591444948816	413.17	678.32	3.81	574.98	904.38	3.74
1498591444952174	416.00	679.93	3.81	573.62	904.57	3.74
1498591444955453	410.19	676.18	3.80	574.42	902.68	3.75
1498591444958775	417.28	678.70	3.80	577.16	908.05	3.75
1498591444962141	412.02	676.57	3.81	571.16	907.09	3.75
1498591444965500	414.57	681.21	3.81	574.33	903.37	3.75
1498591444968784	412.50	679.81	3.80	573.98	903.03	3.75
1498591444972112	415.08	679.60	3.81	576.44	905.19	3.74
1498591444975465	416.24	680.06	3.81	574.55	907.90	3.75
1498591444978827	416.64	676.71	3.80	574.29	900.55	3.75
1498591444982186	414.88	679.49	3.81	573.05	900.40	3.75
1498591444985466	415.20	680.91	3.80	578.67	903.62	3.74
1498591444988794	413.77	680.54	3.81	573.54	898.52	3.75
1498591444992152	420.17	678.50	3.80	573.38	900.23	3.75
1498591444995524	415.43	682.72	3.81	574.67	905.16	3.74
1498591444998771	416.12	681.27	3.80	575.47	902.40	3.74
1498591445002116	416.72	675.83	3.81	574.10	904.48	3.75
1498591445005480	417.95	680.60	3.81	576.46	904.49	3.75
1498591445008837	411.58	678.79	3.81	574.30	904.68	3.74
1498591445012092	413.50	679.57	3.81	574.91	896.96	3.75
1498591445015441	413.80	681.03	3.80	574.91	903.38	3.75
1498591445018808	415.02	680.41	3.80	574.58	905.79	3.75
1498591445022151	411.05	678.21	3.81	572.01	901.15	3.75
1498591445025526	417.73	681.78	3.81	573.28	901.46	3.75
