Time	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L Dia X [px]	R Dia X [px]	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z
2212762793	676.1140	79.5464	16.3753	439.5117	315.0640	16.8960	-63.6266	-7.2283	636.6565	4.5776	-8.4684	615.1963	0.0307	0.4915	-0.8704	-0.1987	0.3949	-0.8970
2212771164	676.6231	80.0398	16.4369	442.5121	314.2598	16.8976	-63.6558	-7.2314	636.9246	4.5742	-8.4677	615.1720	0.0309	0.4846	-0.8742	-0.1917	0.3976	-0.8973
2212779542	675.4789	77.3057	16.4215	442.5402	314.0041	16.6897	-63.6207	-7.2283	636.6044	4.5751	-8.4664	615.1504	0.0250	0.4890	-0.8719	-0.1903	0.3955	-0.8985
2212787800	676.0779	76.9768	16.4395	442.6838	314.4132	16.7231	-63.6510	-7.2313	636.8784	4.5748	-8.4676	615.1313	0.0285	0.4864	-0.8733	-0.1937	0.3946	-0.8982
2212796162	675.8625	77.9573	16.5180	440.7387	313.6993	16.6743	-63.6174	-7.2280	636.5634	4.5757	-8.4642	615.1143	0.0268	0.4828	-0.8753	-0.1960	0.3948	-0.8976
2212804500	675.2447	87.7047	16.6024	440.4755	314.0853	16.7679	-63.5903	-7.2226	636.2838	4.5761	-8.4683	615.0992	0.0231	0.4692	-0.8828	-0.1931	0.3901	-0.9003
2212812936	675.7837	77.2874	16.4764	438.0348	313.2912	16.7450	-63.5644	-7.2204	636.0355	4.5724	-8.4647	615.0858	0.0295	0.4872	-0.8728	-0.2012	0.3965	-0.8957
2212821110	675.7747	83.6342	16.5200	438.2064	312.9703	16.7525	-63.5439	-7.2175	635.8151	4.5741	-8.4662	615.0739	0.0270	0.4768	-0.8786	-0.1953	0.3943	-0.8980
2212829542	675.8110	81.2477	16.6313	439.1981	314.0180	16.7964	-63.5806	-7.2253	636.1777	4.5753	-8.4655	615.0634	0.0296	0.4812	-0.8761	-0.1926	0.3914	-0.8998
2212837934	676.0145	77.6534	16.5178	440.3523	315.0128	16.7436	-63.5587	-7.2206	635.9413	4.5749	-8.4639	615.0540	0.0282	0.4864	-0.8733	-0.1924	0.3903	-0.9003
2212847239	676.1388	83.2899	16.5042	442.5696	314.4820	16.7773	-63.5367	-7.2194	635.7314	4.5747	-8.4647	615.0457	0.0301	0.4784	-0.8776	-0.1871	0.3941	-0.8998
2212854517	676.3334	81.5236	16.4400	442.8100	314.3651	16.6683	-63.5185	-7.2158	635.5452	4.5747	-8.4657	615.0383	0.0307	0.4842	-0.8744	-0.1925	0.3953	-0.8982
2212862916	674.4278	81.7381	16.3034	440.5065	313.9672	16.6892	-63.5566	-7.2219	635.9380	4.5745	-8.4636	615.0317	0.0234	0.4841	-0.8747	-0.1986	0.3972	-0.8960
2212872268	675.1990	82.5676	16.4625	441.2500	314.2988	16.6949	-63.5906	-7.2251	636.2867	4.5745	-8.4670	615.0259	0.0276	0.4841	-0.8746	-0.1923	0.3947	-0.8984
2212879527	674.4672	92.0237	16.6396	440.1031	314.8399	16.7022	-63.5664	-7.2233	636.0381	4.5758	-8.4647	615.0207	0.0256	0.4712	-0.8817	-0.1964	0.3925	-0.8985
2212887927	674.3575	88.5399	16.4597	441.0418	314.7569	16.7974	-63.5434	-7.2204	635.8174	4.5724	-8.4654	615.0161	0.0262	0.4792	-0.8773	-0.1934	0.3945	-0.8983
2212897239	674.9200	83.5039	16.3642	440.5470	313.9659	16.7211	-63.5251	-7.2206	635.6215	4.5725	-8.4648	615.0121	0.0266	0.4859	-0.8736	-0.1947	0.3944	-0.8981
2212904675	675.1383	84.1567	16.5132	442.7765	315.0587	16.8205	-63.5619	-7.2257	636.0058	4.5735	-8.4639	615.0084	0.0295	0.4847	-0.8742	-0.1907	0.3924	-0.8998
2212912929	674.6457	82.1406	16.5422	442.6187	315.7701	16.7327	-63.5950	-7.2275	636.3469	4.5739	-8.4644	615.0052	0.0259	0.4853	-0.8739	-0.1941	0.3913	-0.8995
2212921275	673.8684	80.5680	16.5290	442.0051	314.9320	16.7537	-63.6267	-7.2286	636.6498	4.5737	-8.4654	615.0024	0.0257	0.4862	-0.8735	-0.1951	0.3946	-0.8979
2212929684	673.0990	80.9031	16.5428	441.8913	315.3612	16.6901	-63.5965	-7.2253	636.3605	4.5724	-8.4674	614.9998	0.0247	0.4852	-0.8740	-0.1937	0.3902	-0.9001
2212938070	672.1430	80.1245	16.3322	440.1425	314.8952	16.7191	-63.5699	-7.2249	636.1036	4.5732	-8.4667	614.9976	0.0248	0.4840	-0.8747	-0.1964	0.3946	-0.8976
2212946262	668.1556	131.0200	16.4637	439.1392	314.8395	16.7009	-63.6056	-7.2277	636.4338	4.5740	-8.4680	614.9956	0.0154	0.4535	-0.8911	-0.1973	0.3949	-0.8973
2212954666	669.5780	109.0050	16.7426	440.8009	316.8693	16.8243	-63.6355	-7.2301	636.7269	4.5740	-8.4665	614.9938	0.0246	0.4638	-0.8856	-0.1914	0.3893	-0.9010
2212963078	669.7893	137.5154	17.0127	441.0116	315.9430	16.7695	-63.6039	-7.2282	636.4289	4.5742	-8.4644	614.9923	0.0271	0.4542	-0.8905	-0.1917	0.3966	-0.8977
2212972310	668.8385	137.8346	16.6809	443.3492	316.9594	16.7629	-63.5776	-7.2245	636.1644	4.5737	-8.4628	614.9909	0.0233	0.4573	-0.8890	-0.1870	0.3909	-0.9012
2212979664	667.4063	117.5370	16.6324	444.2598	317.5765	16.7084	-63.6107	-7.2254	636.4877	4.5728	-8.4654	614.9896	0.0210	0.4672	-0.8839	-0.1888	0.3916	-0.9006
2212988045	667.9991	111.1051	16.4936	444.3453	318.9023	16.7215	-63.6378	-7.2291	636.7748	4.5726	-8.4652	614.9885	0.0261	0.4705	-0.8820	-0.1923	0.3893	-0.9008
2212997323	667.9071	93.7079	16.6512	441.4530	317.9825	16.8200	-63.6073	-7.2269	636.4714	4.5737	-8.4652	614.9875	0.0274	0.4801	-0.8768	-0.1999	0.3938	-0.8972
2213004674	667.1144	93.7056	16.3495	442.5910	315.2343	16.8065	-63.5837	-7.2253	636.2021	4.5754	-8.4665	614.9867	0.0236	0.4812	-0.8763	-0.1934	0.4001	-0.8958
2213013054	666.5581	99.7083	16.3138	443.7357	314.6671	16.7484	-63.5574	-7.2242	635.9630	4.5749	-8.4661	614.9859	0.0229	0.4782	-0.8779	-0.1911	0.3982	-0.8972
2213022332	667.5685	124.7097	16.9056	442.2373	316.1594	17.0381	-63.5359	-7.2189	635.7507	4.5725	-8.4650	614.9852	0.0271	0.4637	-0.8856	-0.1965	0.3901	-0.8996
2213029698	665.4822	109.0345	16.2175	444.8202	317.0250	16.7128	-63.5191	-7.2188	635.5623	4.5747	-8.4644	614.9846	0.0191	0.4759	-0.8793	-0.1892	0.3909	-0.9008
2213038049	667.8325	94.3444	16.5290	445.6939	318.2918	16.7553	-63.5569	-7.2205	635.9532	4.5729	-8.4665	614.9841	0.0256	0.4864	-0.8734	-0.1908	0.3900	-0.9008
2213047308	669.2830	94.1089	16.4853	444.6446	318.0347	16.7846	-63.5364	-7.2192	635.7420	4.5743	-8.4681	614.9836	0.0295	0.4828	-0.8752	-0.1941	0.3905	-0.8999
2213054797	670.4537	102.1067	16.6819	443.0030	318.6158	16.5924	-63.5738	-7.2239	636.1128	4.5918	-8.4686	615.5441	0.0308	0.4732	-0.8804	-0.1969	0.3914	-0.8989
2213063179	671.2220	93.5792	16.5365	442.6380	317.1537	16.7134	-63.5482	-7.2194	635.8837	4.5762	-8.4751	615.4808	0.0284	0.4818	-0.8758	-0.1930	0.3948	-0.8983
2213072306	671.1707	87.4933	16.5564	440.9572	317.4438	16.7305	-63.5876	-7.2248	636.2385	4.5761	-8.4732	615.4246	0.0242	0.4869	-0.8731	-0.1960	0.3918	-0.8989
2213079792	672.0237	90.9524	16.5248	442.2098	316.4411	16.6953	-63.5619	-7.2232	635.9953	4.5767	-8.4710	615.3747	0.0279	0.4780	-0.8779	-0.1899	0.3937	-0.8994
2213088171	672.1869	86.6438	16.5865	442.4472	316.8720	16.6946	-63.5372	-7.2165	635.7795	4.5758	-8.4687	615.3304	0.0277	0.4850	-0.8741	-0.1946	0.3925	-0.8989
2213097314	670.6569	85.6454	16.6642	441.8792	317.3801	16.6937	-63.3236	-7.1968	633.9132	4.5764	-8.4685	615.2910	0.0205	0.4862	-0.8736	-0.1955	0.3945	-0.8978
2213104807	671.8065	86.9117	16.5196	442.0525	319.0136	16.7165	-63.4093	-7.2043	634.4892	4.5794	-8.4761	615.8171	0.0256	0.4817	-0.8760	-0.1919	0.3900	-0.9006
2213113189	671.4341	84.7627	16.3354	441.8048	317.2998	16.6863	-63.4604	-7.2104	635.0005	4.5797	-8.4761	615.7231	0.0253	0.4831	-0.8752	-0.1954	0.3961	-0.8972
2213122331	672.8910	81.4957	16.4323	441.7538	316.6748	16.7328	-63.4513	-7.2069	634.8962	4.5780	-8.4731	615.6397	0.0272	0.4875	-0.8727	-0.1915	0.3941	-0.8989
2213129789	673.4000	82.3738	16.4666	442.0176	315.5671	17.0001	-63.4420	-7.2073	634.8037	4.5778	-8.4751	615.5657	0.0279	0.4850	-0.8741	-0.1904	0.3951	-0.8987
2213138077	673.5882	83.4801	16.5896	441.9992	314.8260	16.6512	-63.4915	-7.2151	635.2797	4.5767	-8.4715	615.4999	0.0294	0.4814	-0.8760	-0.1933	0.3943	-0.8984
2213147348	673.1361	81.5049	16.5159	441.2896	314.9711	16.7502	-63.4763	-7.2130	635.1441	4.5777	-8.4718	615.4416	0.0281	0.4839	-0.8747	-0.1981	0.3915	-0.8986
2213154951	671.6878	93.0066	16.7082	441.6372	315.6120	16.7642	-63.5199	-7.2178	635.5819	4.5763	-8.4696	615.3898	0.0228	0.4661	-0.8844	-0.1931	0.3918	-0.8995
2213163155	663.6323	113.1537	16.4059	442.0584	315.4350	16.7681	-63.3629	-7.1974	634.2961	4.5774	-8.4710	615.3438	0.0085	0.4607	-0.8875	-0.1934	0.3929	-0.8990
2213172355	664.3346	85.1659	16.2503	442.2943	315.5366	16.8107	-63.4470	-7.2070	634.8290	4.5746	-8.4705	615.3029	0.0157	0.4821	-0.8760	-0.1904	0.3933	-0.8995
2213179944	670.6172	97.0105	16.7506	443.5377	315.7699	16.9869	-63.4898	-7.2172	635.3022	4.5754	-8.4683	615.2667	0.0309	0.4718	-0.8811	-0.1892	0.3923	-0.9001
2213188338	667.1154	106.0672	16.4793	443.3552	316.3704	16.7729	-63.5347	-7.2186	635.7223	4.5778	-8.4678	615.2345	0.0212	0.4678	-0.8836	-0.1942	0.3918	-0.8993
2213197330	666.5145	117.4355	16.7467	441.8071	314.8692	16.9363	-63.5717	-7.2225	636.0953	4.5734	-8.4708	615.2059	0.0220	0.4623	-0.8865	-0.1978	0.3965	-0.8965
2213204931	668.7974	117.1744	16.5995	444.3865	316.1134	16.7530	-63.6047	-7.2246	636.4264	4.5769	-8.4687	615.1805	0.0272	0.4649	-0.8850	-0.1879	0.3919	-0.9006
2213213294	665.9303	123.0914	16.4621	443.1120	316.3438	16.8083	-63.6370	-7.2310	636.7203	4.5742	-8.4675	615.1580	0.0223	0.4614	-0.8869	-0.1943	0.3928	-0.8989
2213222332	665.4215	110.8975	16.4046	444.4043	317.1110	16.7239	-63.6615	-7.2342	636.9813	4.5736	-8.4687	615.1380	0.0233	0.4744	-0.8800	-0.1885	0.3919	-0.9005
2213229925	660.7614	119.4251	16.5224	442.7596	316.2010	16.9031	-63.6277	-7.2296	636.6548	4.5754	-8.4681	615.1203	0.0166	0.4677	-0.8838	-0.1961	0.3969	-0.8967
2213238210	660.3378	109.9591	16.3645	443.2684	316.3163	16.7474	-63.6560	-7.2354	636.9231	4.5745	-8.4675	615.1045	0.0196	0.4793	-0.8774	-0.1953	0.3926	-0.8987
2213247380	654.9911	121.3864	16.2796	443.6814	315.8965	16.9831	-63.6204	-7.2276	636.6031	4.5755	-8.4663	615.0905	0.0113	0.4643	-0.8856	-0.1926	0.3938	-0.8988
2213254917	662.4423	97.8372	16.5258	443.4890	315.9272	16.7128	-63.5938	-7.2266	636.3190	4.5736	-8.4669	615.0781	0.0255	0.4862	-0.8735	-0.1936	0.3931	-0.8989
2213263291	663.5659	98.6152	16.4076	442.2145	315.5112	16.6370	-63.5691	-7.2234	636.0668	4.5751	-8.4678	615.0671	0.0244	0.4839	-0.8748	-0.1957	0.3945	-0.8978
2213272347	663.2508	91.6185	16.5326	441.5154	315.1138	16.7183	-63.5461	-7.2194	635.8429	4.5740	-8.4664	615.0573	0.0258	0.4858	-0.8737	-0.1942	0.3942	-0.8983
2213280050	665.3203	85.6880	16.3725	441.2462	314.4374	16.7477	-63.5275	-7.2184	635.6441	4.5730	-8.4675	615.0486	0.0282	0.4875	-0.8727	-0.1950	0.3950	-0.8977
2213288258	667.5151	86.9897	16.4781	441.8591	315.4618	16.7301	-63.5094	-7.2141	635.4676	4.5753	-8.4668	615.0409	0.0297	0.4840	-0.8746	-0.1943	0.3921	-0.8992
2213297337	664.5467	84.2986	16.6397	443.2649	314.1464	16.6971	-63.5472	-7.2224	635.8691	4.5735	-8.4671	615.0340	0.0218	0.4844	-0.8746	-0.1861	0.3975	-0.8985
2213305046	669.1771	84.9405	16.4948	444.3982	316.2466	16.8335	-63.5865	-7.2238	636.2256	4.5755	-8.4674	615.0279	0.0314	0.4814	-0.8760	-0.1882	0.3872	-0.9026
2213313422	671.4828	81.3050	16.4704	442.4508	315.0553	16.7327	-63.6179	-7.2293	636.5421	4.5736	-8.4627	615.0225	0.0319	0.4845	-0.8742	-0.1948	0.3939	-0.8983
2213322338	673.0678	80.7590	16.4598	442.3013	316.3368	16.7951	-63.6482	-7.2302	636.8230	4.5752	-8.4667	615.0177	0.0301	0.4821	-0.8756	-0.1959	0.3915	-0.8991
2213330026	675.2586	79.2312	16.5442	442.3844	315.5745	16.7604	-63.6702	-7.2355	637.0725	4.5749	-8.4645	615.0135	0.0309	0.4841	-0.8745	-0.1950	0.3949	-0.8978
2213338316	676.6638	77.0309	16.8034	441.1626	314.8051	16.7905	-63.6348	-7.2315	636.7357	4.5724	-8.4652	615.0097	0.0298	0.4880	-0.8723	-0.1972	0.3962	-0.8967
2213347374	675.3020	81.2021	16.6154	441.7552	315.2015	16.8000	-63.6586	-7.2331	636.9950	4.5940	-8.4712	615.5673	0.0233	0.4747	-0.8798	-0.1930	0.3927	-0.8992
2213355076	677.6398	79.7451	16.4852	442.5025	314.4887	16.7260	-63.6298	-7.2284	636.6669	4.5774	-8.4725	615.5014	0.0314	0.4829	-0.8751	-0.1921	0.3960	-0.8979
2213363558	677.9899	81.1875	16.6883	442.8820	314.8045	16.9245	-63.6556	-7.2342	636.9339	4.5776	-8.4713	615.4429	0.0293	0.4806	-0.8764	-0.1921	0.3936	-0.8990
2213372349	678.0626	78.3514	16.4507	442.2914	314.7002	16.7448	-63.6790	-7.2360	637.1709	4.5778	-8.4722	615.3909	0.0290	0.4898	-0.8714	-0.1954	0.3944	-0.8979
2213380028	676.4090	79.7807	16.4960	444.6011	315.4110	16.9054	-63.6994	-7.2355	637.3813	4.5785	-8.4749	615.3448	0.0246	0.4831	-0.8752	-0.1877	0.3913	-0.9009
2213388397	677.6849	79.9322	16.5912	442.1749	315.7949	16.7939	-63.6623	-7.2323	637.0099	4.5766	-8.4699	615.3038	0.0279	0.4830	-0.8752	-0.1949	0.3931	-0.8986
2213397361	676.9156	77.7924	16.5307	442.0221	315.9287	16.7245	-63.6846	-7.2377	637.2384	4.5751	-8.4668	615.2675	0.0276	0.4865	-0.8733	-0.1916	0.3893	-0.9010
2213405184	675.9118	77.2248	16.5627	441.4741	316.0904	16.7526	-63.6491	-7.2310	636.8830	4.5758	-8.4667	615.2352	0.0268	0.4865	-0.8733	-0.1957	0.3921	-0.8988
2213413394	674.3743	80.4007	16.6957	441.9555	315.6200	16.7392	-63.6205	-7.2288	636.5675	4.5752	-8.4703	615.2065	0.0237	0.4785	-0.8778	-0.1939	0.3937	-0.8985
2213422343	674.5765	80.8207	16.4913	443.8257	316.0972	16.7447	-63.6470	-7.2307	636.8456	4.5782	-8.4646	615.1811	0.0292	0.4802	-0.8767	-0.1883	0.3933	-0.8999
2213430175	675.6934	78.5013	16.4631	443.8886	317.1960	16.9792	-63.6705	-7.2346	637.0925	4.5757	-8.4685	615.1585	0.0330	0.4874	-0.8726	-0.1936	0.3913	-0.8997
2213438451	675.7123	77.0554	16.3920	444.1450	316.2830	16.6760	-63.6922	-7.2360	637.3117	4.5738	-8.4653	615.1385	0.0271	0.4860	-0.8736	-0.1922	0.3961	-0.8979
2213447324	674.8136	78.3886	16.5519	443.6464	316.7995	16.6545	-63.6547	-7.2330	636.9481	4.5745	-8.4687	615.1207	0.0266	0.4815	-0.8760	-0.1940	0.3937	-0.8985
2213455167	674.0678	79.2976	16.4404	443.3774	316.2917	16.7155	-63.6227	-7.2292	636.6253	4.5754	-8.4662	615.1049	0.0257	0.4798	-0.8770	-0.1937	0.3953	-0.8979
2213463489	673.5180	81.5820	16.7072	444.7239	316.2791	16.7296	-63.5944	-7.2250	636.3387	4.5754	-8.4664	615.0908	0.0259	0.4793	-0.8773	-0.1899	0.3948	-0.8989
2213472327	673.0299	80.8673	16.4485	443.7101	316.5313	16.7287	-63.5691	-7.2219	636.0843	4.5763	-8.4669	615.0784	0.0235	0.4837	-0.8749	-0.1928	0.3910	-0.9000
2213480166	672.6599	82.9605	16.6809	443.1408	316.3693	16.9758	-63.5480	-7.2204	635.8584	4.5753	-8.4646	615.0673	0.0254	0.4792	-0.8773	-0.1963	0.3932	-0.8983
2213488466	672.4286	88.1688	16.6058	443.8536	316.4470	16.8081	-63.5832	-7.2260	636.2161	4.5733	-8.4654	615.0575	0.0262	0.4723	-0.8810	-0.1903	0.3906	-0.9007
2213497306	672.4944	85.1442	16.4995	445.4118	316.3731	16.6373	-63.5597	-7.2229	635.9754	4.5761	-8.4660	615.0488	0.0268	0.4840	-0.8746	-0.1885	0.3930	-0.9000
2213505167	675.1659	81.0705	16.4822	445.2500	316.3570	16.6670	-63.5394	-7.2209	635.7618	4.5742	-8.4659	615.0410	0.0339	0.4895	-0.8714	-0.1929	0.3937	-0.8988
2213513507	671.1373	83.3349	16.5820	443.3301	315.9989	17.0332	-63.3779	-7.2041	634.4557	4.5744	-8.4670	615.0342	0.0184	0.4830	-0.8754	-0.1969	0.3942	-0.8977
2213522315	671.7406	84.0536	16.4522	443.9926	317.5990	17.0371	-63.4055	-7.2030	634.4126	4.5751	-8.4645	615.0281	0.0272	0.4838	-0.8748	-0.1921	0.3870	-0.9018
2213530302	670.9516	84.2164	16.4832	442.8489	317.2240	16.7358	-63.3968	-7.2018	634.3743	4.5749	-8.4652	615.0227	0.0245	0.4850	-0.8742	-0.1961	0.3941	-0.8979
2213538433	671.7102	86.3080	16.4832	443.8118	316.2780	16.8747	-63.3980	-7.2017	634.3403	4.5754	-8.4654	615.0178	0.0277	0.4798	-0.8769	-0.1912	0.3970	-0.8977
2213547370	673.3706	81.8412	16.4052	444.2241	316.5078	16.7101	-63.3924	-7.2004	634.3101	4.5781	-8.4715	615.5745	0.0308	0.4892	-0.8716	-0.1913	0.3945	-0.8987
2213555296	672.5168	82.1230	16.4151	443.2321	317.3843	16.8270	-63.4462	-7.2084	634.8415	4.5777	-8.4713	615.5078	0.0256	0.4847	-0.8743	-0.1940	0.3912	-0.8996
2213563673	673.0670	84.7582	16.4131	443.7622	316.2933	16.7148	-63.4933	-7.2134	635.3133	4.5761	-8.4697	615.4486	0.0262	0.4793	-0.8773	-0.1912	0.3947	-0.8987
2213572335	676.2445	82.5650	16.5133	444.8672	316.4820	16.7909	-63.4810	-7.2129	635.1739	4.5755	-8.4714	615.3960	0.0343	0.4837	-0.8746	-0.1904	0.3931	-0.8995
2213580279	677.9547	81.3064	16.5811	444.4936	315.4876	16.7057	-63.5251	-7.2161	635.6084	4.5754	-8.4711	615.3493	0.0340	0.4829	-0.8750	-0.1919	0.3947	-0.8985
2213588632	676.6195	82.7869	16.4426	443.3960	316.0358	16.7465	-63.5060	-7.2151	635.4359	4.5752	-8.4694	615.3078	0.0273	0.4803	-0.8767	-0.1941	0.3913	-0.8996
2213597336	675.3542	82.6083	16.5355	443.4788	315.1431	16.6027	-63.4913	-7.2165	635.2828	4.5763	-8.4699	615.2710	0.0267	0.4856	-0.8738	-0.1928	0.3958	-0.8979
2213605291	675.1341	81.5331	16.3081	443.1018	315.0398	16.9146	-63.5335	-7.2174	635.7051	4.5758	-8.4687	615.2383	0.0228	0.4861	-0.8736	-0.1968	0.3946	-0.8975
2213613645	676.1180	80.2611	16.4612	441.1744	314.7055	16.7274	-63.5729	-7.2250	636.0799	4.5992	-8.4808	616.3313	0.0286	0.4870	-0.8730	-0.1993	0.3902	-0.8989
2213622353	675.0015	84.5840	16.5913	442.3776	314.2760	16.7175	-63.5486	-7.2206	635.8545	4.5836	-8.4821	616.1796	0.0236	0.4754	-0.8795	-0.1925	0.3948	-0.8984
2213630270	676.0426	79.1669	16.4826	441.3081	314.6841	16.7126	-63.5808	-7.2261	636.2127	4.5825	-8.4797	616.0450	0.0292	0.4884	-0.8722	-0.1951	0.3938	-0.8982
2213638636	679.0063	78.6465	16.4491	439.9567	314.2023	16.7145	-63.6174	-7.2302	636.5306	4.5828	-8.4770	615.9255	0.0371	0.4882	-0.8719	-0.1970	0.3954	-0.8971
2213647334	675.7381	79.2838	16.4476	440.3145	313.4903	17.0114	-63.5875	-7.2247	636.2546	4.5806	-8.4788	615.8194	0.0243	0.4848	-0.8743	-0.1935	0.3949	-0.8981
2213655432	672.7813	84.4141	16.1587	440.3902	312.5078	16.7228	-63.5643	-7.2220	636.0096	4.5784	-8.4782	615.7252	0.0194	0.4742	-0.8802	-0.1919	0.3980	-0.8971
2213663649	673.0688	81.7896	16.3435	439.5641	311.8653	16.7224	-63.5449	-7.2212	635.7921	4.5781	-8.4734	615.6415	0.0256	0.4817	-0.8760	-0.1942	0.3961	-0.8974
2213672367	671.2987	81.2533	16.4010	439.5288	312.0568	16.9266	-63.5803	-7.2244	636.1572	4.5792	-8.4728	615.5673	0.0246	0.4829	-0.8754	-0.1930	0.3940	-0.8986
2213680410	674.6307	81.2097	16.5876	438.9926	311.5555	16.7184	-63.6118	-7.2286	636.4814	4.5780	-8.4725	615.5014	0.0334	0.4817	-0.8757	-0.1959	0.3939	-0.8980
2213688770	665.5903	80.6339	16.2499	438.5218	311.9659	16.7179	-63.5873	-7.2243	636.2109	4.5772	-8.4723	615.4428	0.0129	0.4843	-0.8748	-0.1956	0.3936	-0.8982
2213697351	666.5792	94.7431	16.3394	440.0385	313.0815	16.8137	-63.5586	-7.2189	635.9708	4.5791	-8.4709	615.3909	0.0187	0.4671	-0.8840	-0.1908	0.3908	-0.9005
2213705416	666.3685	85.1654	16.3859	440.8353	312.2601	16.7271	-63.5942	-7.2240	636.3159	4.5779	-8.4704	615.3448	0.0216	0.4817	-0.8760	-0.1937	0.3947	-0.8982
2213713769	676.1168	79.9337	16.4440	440.5684	313.7620	16.7918	-63.5706	-7.2232	636.0640	4.5766	-8.4693	615.3038	0.0363	0.4879	-0.8722	-0.1942	0.3899	-0.9002
2213722348	669.2984	85.7034	16.3715	441.7222	313.4687	16.7938	-63.6054	-7.2273	636.3986	4.5769	-8.4708	615.2674	0.0253	0.4790	-0.8774	-0.1905	0.3947	-0.8989
2213730407	665.6854	83.3882	16.5983	442.9968	312.8696	16.7521	-63.5764	-7.2236	636.1375	4.5761	-8.4685	615.2352	0.0217	0.4857	-0.8739	-0.1905	0.3977	-0.8975
2213738754	669.1057	90.3568	16.4136	444.0676	314.3389	16.7351	-63.5531	-7.2191	635.9056	4.5763	-8.4719	615.2065	0.0281	0.4750	-0.8795	-0.1892	0.3914	-0.9005
2213747346	668.4272	82.5022	16.4447	443.2110	315.1764	16.7501	-63.5868	-7.2265	636.2580	4.5758	-8.4672	615.1811	0.0243	0.4867	-0.8732	-0.1948	0.3927	-0.8988
2213755387	668.6972	80.4921	16.3947	443.3018	314.3955	16.7684	-63.6215	-7.2294	636.5709	4.5737	-8.4661	615.1585	0.0252	0.4874	-0.8728	-0.1940	0.3976	-0.8968
2213763781	671.1063	83.1542	16.4542	443.6276	315.3912	16.6827	-63.5923	-7.2237	636.2904	4.5736	-8.4662	615.1384	0.0291	0.4815	-0.8760	-0.1922	0.3920	-0.8997
2213772371	672.7588	80.6102	16.7441	443.7640	314.7157	16.7771	-63.6216	-7.2327	636.5996	4.5743	-8.4663	615.1206	0.0329	0.4852	-0.8738	-0.1942	0.3956	-0.8977
2213780468	673.9049	80.4975	16.4513	443.6366	314.5248	16.8982	-63.5939	-7.2261	636.3159	4.5747	-8.4649	615.1048	0.0302	0.4849	-0.8741	-0.1953	0.3948	-0.8978
2213788786	675.6300	76.2380	16.4197	442.3867	313.7042	16.7685	-63.5703	-7.2238	636.0640	4.5740	-8.4665	615.0908	0.0300	0.4906	-0.8709	-0.1966	0.3948	-0.8975
2213797344	675.9154	75.5943	16.5525	442.4993	314.7238	16.7628	-63.6042	-7.2252	636.3986	4.5730	-8.4669	615.0784	0.0271	0.4876	-0.8727	-0.1937	0.3914	-0.8996
2213805491	676.1494	75.9836	16.5111	442.9165	314.7962	16.7669	-63.5779	-7.2240	636.1375	4.5765	-8.4667	615.0673	0.0318	0.4866	-0.8730	-0.1923	0.3909	-0.9001
2213813897	673.4131	74.2067	16.4958	441.7923	314.1903	16.7737	-63.6101	-7.2277	636.4638	4.5750	-8.4643	615.0575	0.0202	0.4873	-0.8730	-0.1955	0.3954	-0.8975
2213822350	675.8967	74.9213	16.4548	440.7427	314.6214	16.7752	-63.6368	-7.2305	636.7536	4.5735	-8.4672	615.0488	0.0284	0.4844	-0.8744	-0.1959	0.3949	-0.8976
2213830485	671.4933	83.4245	16.4668	439.8885	315.3389	16.8327	-63.4691	-7.2119	635.3362	4.5745	-8.4676	615.0410	0.0175	0.4704	-0.8823	-0.1947	0.3901	-0.9000
2213838898	676.1996	73.4226	16.7531	439.6938	315.5013	16.7164	-63.5364	-7.2206	635.7525	4.5726	-8.4669	615.0342	0.0314	0.4893	-0.8715	-0.1955	0.3918	-0.8990
2213847359	673.9660	75.7188	16.4512	440.4247	315.8880	16.9613	-63.5197	-7.2176	635.5639	4.5732	-8.4669	615.0281	0.0238	0.4845	-0.8745	-0.1912	0.3945	-0.8988
2213855501	675.6557	75.5766	16.4797	441.2513	315.1166	16.7539	-63.5573	-7.2232	635.9546	4.5737	-8.4668	615.0226	0.0299	0.4837	-0.8747	-0.1894	0.3957	-0.8986
2213863860	672.5238	72.5449	16.3951	440.9614	314.9738	16.7355	-63.5950	-7.2261	636.3015	4.5744	-8.4644	615.0178	0.0238	0.4903	-0.8712	-0.1944	0.3957	-0.8976
2213872382	673.5070	74.6202	16.4398	440.8802	315.3135	16.7789	-63.6216	-7.2298	636.6094	4.5731	-8.4648	615.0136	0.0289	0.4838	-0.8747	-0.1953	0.3935	-0.8983
2213880515	676.4970	73.9014	16.4844	442.6073	315.5485	16.7408	-63.6511	-7.2299	636.8829	4.5750	-8.4650	615.0098	0.0357	0.4873	-0.8725	-0.1896	0.3940	-0.8994
2213888880	675.6533	73.1598	16.4609	441.5669	314.9331	16.6741	-63.6766	-7.2356	637.1256	4.5729	-8.4666	615.0064	0.0300	0.4884	-0.8721	-0.1964	0.3942	-0.8978
2213897356	673.7121	77.9367	16.7205	440.9898	313.5696	16.7703	-63.6418	-7.2281	636.7829	4.5735	-8.4638	615.0034	0.0263	0.4794	-0.8772	-0.1956	0.3969	-0.8968
