Time	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L Diam [px]	R Diam [px]	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z
1676789103	942.1606	373.7007	885.2434	511.0357	3.6187	3.3362	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	NaN	NaN	NaN	NaN	NaN	NaN
1676791038	957.8990	441.4005	930.7622	433.4434	3.8151	3.2097	-23.1309	11.8072	705.5569	43.1057	10.0908	706.8430	0.0390	0.2421	-0.9695	-0.0691	0.2467	-0.9666
1676807699	881.1273	523.2694	913.2445	600.7588	3.8904	3.2786	-23.1197	11.7697	705.5421	43.1473	10.0561	706.9150	0.0083	0.2107	-0.9775	-0.0755	0.1824	-0.9803
1676824367	886.8759	474.3797	979.5323	552.3522	4.0943	3.3797	-23.1468	11.7412	705.5533	43.1368	10.0296	706.9022	0.0106	0.2296	-0.9732	-0.0495	0.2013	-0.9783
1676841015	914.3916	557.6929	913.6687	601.7430	3.9155	3.3329	-23.2271	11.7025	705.7565	43.0917	10.0058	706.8848	0.0216	0.1974	-0.9801	-0.0752	0.1821	-0.9804
1676857669	938.0836	504.3168	963.6932	646.9647	3.6671	3.4691	-23.2877	11.6399	705.5776	43.0508	9.9764	706.7784	0.0312	0.2181	-0.9754	-0.0553	0.1651	-0.9847
1676874334	929.6417	503.4366	967.1068	639.7831	3.6134	3.4568	-23.4141	11.6095	705.7892	42.9276	9.9658	706.8509	0.0281	0.2184	-0.9754	-0.0538	0.1679	-0.9843
1676890996	947.4365	508.8516	944.9536	658.8705	3.7269	3.3467	-23.5663	11.5831	705.8002	42.7833	10.0051	706.8597	0.0354	0.2163	-0.9757	-0.0622	0.1604	-0.9851
1676907660	944.7101	522.6360	974.6680	635.1685	3.6262	3.4274	-23.7254	11.5629	705.8577	42.6413	10.0339	706.7545	0.0345	0.2110	-0.9769	-0.0504	0.1696	-0.9842
1676924321	946.2247	511.4711	965.8749	639.6265	3.6254	3.3850	-23.8455	11.5568	705.6332	42.5347	10.0844	706.8367	0.0353	0.2154	-0.9759	-0.0537	0.1678	-0.9844
1676940980	942.4756	527.9026	964.2078	633.6742	3.5865	3.3423	-23.9843	11.5679	705.9021	42.3916	10.1682	706.9011	0.0340	0.2090	-0.9773	-0.0542	0.1699	-0.9840
1676957837	930.5217	529.2776	984.9739	664.9689	3.5399	3.4095	-24.1374	11.5606	705.9338	42.2455	10.2360	706.8434	0.0294	0.2085	-0.9776	-0.0457	0.1579	-0.9864
1676974496	948.3866	527.5136	961.1403	657.1758	3.5929	3.4033	-24.2900	11.5540	705.9335	42.1452	10.2810	706.8638	0.0368	0.2091	-0.9772	-0.0549	0.1608	-0.9855
1676991170	934.3735	508.7054	971.2882	606.1143	3.5283	3.2798	-24.4479	11.5505	705.9388	41.9814	10.3333	706.8676	0.0314	0.2164	-0.9758	-0.0509	0.1803	-0.9823
1677007829	964.0587	547.0882	959.6771	629.6262	3.5100	3.3331	-24.5892	11.5481	705.7412	41.8086	10.4043	706.8315	0.0434	0.2016	-0.9785	-0.0551	0.1711	-0.9837
1677024506	932.4485	532.0872	966.2452	628.5891	3.5063	3.3124	-24.7486	11.4961	705.9904	41.6435	10.4409	706.8500	0.0311	0.2075	-0.9777	-0.0523	0.1715	-0.9838
1677041163	930.4573	523.0518	970.0350	616.2388	3.4898	3.3142	-24.9183	11.4619	705.9924	41.4802	10.4679	706.8737	0.0305	0.2110	-0.9770	-0.0506	0.1762	-0.9831
1677057826	938.8207	501.9226	977.6775	597.9698	3.5673	3.2835	-25.0780	11.4199	705.9769	41.3300	10.4919	706.8127	0.0341	0.2192	-0.9751	-0.0475	0.1832	-0.9819
1677074500	931.7756	522.7959	940.7203	624.9664	3.5137	3.3175	-25.2307	11.3789	705.9935	41.2253	10.5058	706.9435	0.0315	0.2112	-0.9769	-0.0618	0.1727	-0.9830
1677091164	936.1917	535.4587	955.5450	609.7285	3.4757	3.3100	-25.3831	11.2853	706.0067	41.0538	10.5120	706.9437	0.0335	0.2065	-0.9779	-0.0557	0.1786	-0.9823
1677107837	913.3182	551.8475	958.9539	609.2830	3.5475	3.3131	-25.5328	11.2163	706.3563	40.8909	10.4970	706.9154	0.0246	0.2002	-0.9794	-0.0542	0.1788	-0.9824
1677124508	931.9558	515.8748	964.9879	648.1439	3.5359	3.3216	-25.6433	11.1033	706.0314	40.7477	10.4825	706.9367	0.0322	0.2143	-0.9762	-0.0514	0.1639	-0.9851
1677141161	918.0700	533.3562	959.1290	659.6111	3.5317	3.3228	-25.7825	11.0442	706.0266	40.6209	10.4695	706.6832	0.0269	0.2076	-0.9778	-0.0535	0.1596	-0.9857
1677157839	960.3109	564.6451	963.6650	607.1266	3.6242	3.2561	-25.9029	10.9840	706.1495	40.5322	10.4652	706.9408	0.0437	0.1955	-0.9797	-0.0518	0.1797	-0.9824
1677174511	944.1356	539.6003	967.0710	620.0107	3.5600	3.2782	-25.9659	10.9297	706.0267	40.4307	10.4674	706.6776	0.0375	0.2053	-0.9780	-0.0503	0.1748	-0.9833
1677191163	931.2535	546.3575	945.7839	640.0624	3.5400	3.3662	-26.0166	10.9181	706.0985	40.3753	10.5019	706.9589	0.0324	0.2028	-0.9787	-0.0585	0.1669	-0.9842
1677207839	925.3405	544.2776	960.5279	606.0062	3.5393	3.2584	-26.0872	10.9179	706.3676	40.3426	10.5492	706.9952	0.0302	0.2035	-0.9786	-0.0528	0.1799	-0.9823
1677224505	957.1584	562.9054	940.3354	645.3120	3.6077	3.3031	-26.1347	10.8949	706.1443	40.3055	10.5772	707.0114	0.0428	0.1963	-0.9796	-0.0605	0.1648	-0.9845
1677241169	915.2632	535.4479	965.7944	640.6525	3.5522	3.3164	-26.1786	10.8619	706.1507	40.2126	10.5754	706.9772	0.0263	0.2071	-0.9780	-0.0504	0.1667	-0.9847
1677257829	936.6882	530.2495	970.3146	658.2269	3.6030	3.3595	-26.2161	10.8355	706.1718	40.1724	10.5780	706.9771	0.0349	0.2090	-0.9773	-0.0485	0.1600	-0.9859
1677274502	948.8974	503.1537	944.0308	633.0901	3.6515	3.3587	-26.3139	10.7444	706.1530	40.1219	10.5188	707.0525	0.0399	0.2196	-0.9748	-0.0588	0.1695	-0.9838
1677291165	953.3879	538.0459	964.3328	641.0363	3.6756	3.4088	-26.3829	10.6967	706.2205	40.0121	10.4849	707.0178	0.0418	0.2062	-0.9776	-0.0507	0.1666	-0.9847
1677307834	1021.6158	584.7215	963.9583	626.4476	3.6454	3.3614	-26.5228	10.7002	705.4373	39.9506	10.4596	706.9951	0.0689	0.1881	-0.9797	-0.0508	0.1723	-0.9837
1677324507	930.5348	510.3328	955.9202	667.6265	3.6785	3.4573	-26.5353	10.5671	706.2057	39.8490	10.4438	707.0317	0.0329	0.2171	-0.9756	-0.0536	0.1565	-0.9862
1677341156	950.5015	545.3755	961.6715	650.0038	3.6793	3.4559	-26.5805	10.5336	706.2355	39.8131	10.4411	707.0335	0.0409	0.2036	-0.9782	-0.0514	0.1633	-0.9852
1677357822	933.4040	507.4517	958.4470	643.1930	3.7305	3.3992	-26.6266	10.5178	706.4467	39.7962	10.4466	707.0026	0.0342	0.2182	-0.9753	-0.0527	0.1659	-0.9847
1677374502	944.4301	526.4520	959.9952	630.4423	3.7330	3.4212	-26.6324	10.5150	706.3933	39.7909	10.4676	706.9853	0.0386	0.2108	-0.9768	-0.0521	0.1707	-0.9839
1677391161	932.3588	515.0521	949.6225	723.7936	3.6889	3.6284	-26.6318	10.5221	706.4405	39.7870	10.5058	706.9687	0.0338	0.2152	-0.9760	-0.0558	0.1351	-0.9893
1677407824	946.9538	526.4647	960.6223	651.5085	3.8023	3.4359	-26.6408	10.5265	706.3916	39.7849	10.5495	706.9462	0.0396	0.2108	-0.9767	-0.0518	0.1626	-0.9853
1677424532	927.5341	513.7643	949.8687	685.9108	3.7426	3.5269	-26.6508	10.5262	706.3746	39.7644	10.5796	706.8622	0.0319	0.2158	-0.9759	-0.0558	0.1494	-0.9872
1677441159	944.3531	525.2766	957.9028	659.9268	3.7805	3.4768	-26.6880	10.5061	706.1242	39.7045	10.5832	706.5962	0.0386	0.2114	-0.9766	-0.0527	0.1594	-0.9858
1677457726	952.5684	530.5797	970.6901	623.6957	3.7601	3.4581	-26.7262	10.4770	706.0836	39.6655	10.5742	706.5504	0.0420	0.2094	-0.9769	-0.0477	0.1733	-0.9837
1677474441	931.8022	526.0502	966.5605	617.9684	3.8081	3.5337	-26.7687	10.4026	706.0733	39.6177	10.5281	706.7755	0.0338	0.2113	-0.9768	-0.0493	0.1755	-0.9832
1677491062	965.8383	518.4023	952.3901	611.7124	3.7836	3.4389	-26.8442	10.3542	705.9913	39.5809	10.5070	706.7648	0.0474	0.2142	-0.9756	-0.0549	0.1779	-0.9825
1677507719	965.4564	535.9973	968.4200	607.5487	3.8172	3.5015	-26.8778	10.3203	705.9968	39.5121	10.4796	706.4260	0.0473	0.2075	-0.9771	-0.0485	0.1796	-0.9825
1677524434	943.2209	536.7803	955.2916	634.6331	3.8009	3.4370	-26.9074	10.2898	705.9697	39.4798	10.4647	706.3655	0.0385	0.2073	-0.9775	-0.0535	0.1693	-0.9841
1677541046	922.3660	504.9674	956.1807	694.1100	3.7720	3.6526	-26.9355	10.2301	705.9241	39.4545	10.4535	706.3781	0.0303	0.2197	-0.9751	-0.0529	0.1466	-0.9878
1677557718	914.2022	516.5137	958.0964	595.0398	3.7724	3.4563	-26.9827	10.1964	706.0758	39.4268	10.4500	706.6755	0.0271	0.2153	-0.9762	-0.0525	0.1844	-0.9815
1677574367	957.1305	540.9005	967.4702	621.7944	3.8030	3.4629	-27.0244	10.1847	705.9108	39.4101	10.4508	706.6466	0.0442	0.2058	-0.9776	-0.0486	0.1742	-0.9835
1677591040	975.8668	543.8401	948.0224	589.2802	3.8631	3.4926	-27.0324	10.1960	705.9076	39.4009	10.4672	706.6508	0.0516	0.2046	-0.9775	-0.0564	0.1865	-0.9808
1677607710	958.2964	512.0759	946.1763	603.9860	3.8768	3.5083	-27.0332	10.2144	705.9384	39.4024	10.5002	706.6990	0.0447	0.2169	-0.9752	-0.0571	0.1808	-0.9819
1677624404	960.2331	547.6522	940.1255	618.4028	3.8616	3.5554	-27.0232	10.2708	705.9404	39.4063	10.5308	706.6490	0.0454	0.2031	-0.9781	-0.0594	0.1752	-0.9827
1677641037	937.9196	536.7393	956.2778	614.4655	3.8998	3.4324	-26.9999	10.3005	706.1582	39.4178	10.5865	706.6257	0.0365	0.2073	-0.9776	-0.0531	0.1767	-0.9828
1677657703	931.5400	543.4227	967.4659	612.2042	3.8392	3.4577	-26.9636	10.3114	705.9161	39.4274	10.6002	706.4913	0.0339	0.2048	-0.9782	-0.0487	0.1777	-0.9829
1677674369	932.9378	535.5305	970.5254	621.8027	3.8793	3.4493	-26.9868	10.3148	706.0295	39.4232	10.6091	706.6702	0.0345	0.2078	-0.9776	-0.0475	0.1739	-0.9836
1677691030	960.4219	554.1962	942.9956	675.8701	3.8292	3.6577	-27.0230	10.3152	705.8906	39.4124	10.6059	706.6578	0.0455	0.2005	-0.9786	-0.0581	0.1532	-0.9865
1677707697	951.3864	554.6291	966.3160	622.0730	3.7786	3.5068	-27.0546	10.2646	705.7568	39.3544	10.5932	706.4238	0.0419	0.2005	-0.9788	-0.0490	0.1739	-0.9835
1677724362	NaN	NaN	973.6664	625.6301	NaN	3.5170	NaN	NaN	NaN	39.3235	10.5890	706.4133	NaN	NaN	NaN	-0.0461	0.1726	-0.9839
1677741021	NaN	NaN	968.7100	657.1375	NaN	3.5639	NaN	NaN	NaN	39.2968	10.5899	706.4029	NaN	NaN	NaN	-0.0479	0.1605	-0.9859
1677757688	NaN	NaN	971.4245	611.2657	NaN	3.4875	NaN	NaN	NaN	39.2755	10.5947	706.4001	NaN	NaN	NaN	-0.0469	0.1781	-0.9829
1677774358	NaN	NaN	954.5103	630.6464	NaN	3.5186	NaN	NaN	NaN	39.2639	10.6092	706.3900	NaN	NaN	NaN	-0.0535	0.1706	-0.9839
1677791015	NaN	NaN	962.8724	616.3116	NaN	3.5102	NaN	NaN	NaN	39.2666	10.6292	706.4041	NaN	NaN	NaN	-0.0503	0.1761	-0.9831
1677807683	NaN	NaN	962.1891	646.8242	NaN	3.6850	NaN	NaN	NaN	39.2717	10.6517	706.3885	NaN	NaN	NaN	-0.0505	0.1643	-0.9851
1677824351	NaN	NaN	969.6207	600.6497	NaN	3.5691	NaN	NaN	NaN	39.2811	10.6831	706.4123	NaN	NaN	NaN	-0.0477	0.1820	-0.9821
1677841016	NaN	NaN	961.8290	617.7034	NaN	3.5463	NaN	NaN	NaN	39.2890	10.7000	706.3972	NaN	NaN	NaN	-0.0507	0.1754	-0.9832
1677857680	NaN	NaN	965.1757	685.9908	NaN	3.6550	NaN	NaN	NaN	39.2986	10.7085	706.4120	NaN	NaN	NaN	-0.0492	0.1493	-0.9876
1677874348	NaN	NaN	969.6975	624.5595	NaN	3.5493	NaN	NaN	NaN	39.3006	10.7040	706.4163	NaN	NaN	NaN	-0.0476	0.1728	-0.9838
1677891011	NaN	NaN	965.1360	656.5781	NaN	3.6325	NaN	NaN	NaN	39.2880	10.6952	706.4157	NaN	NaN	NaN	-0.0493	0.1606	-0.9858
1677907671	NaN	NaN	952.6137	684.7863	NaN	3.6503	NaN	NaN	NaN	39.2568	10.6763	706.5477	NaN	NaN	NaN	-0.0540	0.1498	-0.9872
1677924351	NaN	NaN	935.5566	660.7930	NaN	3.6322	NaN	NaN	NaN	39.2201	10.6556	706.6808	NaN	NaN	NaN	-0.0608	0.1588	-0.9854
1677941001	NaN	NaN	968.2798	629.7144	NaN	3.5173	NaN	NaN	NaN	39.1472	10.6385	706.4285	NaN	NaN	NaN	-0.0479	0.1709	-0.9841
1677957743	NaN	NaN	973.9071	621.6501	NaN	3.5529	NaN	NaN	NaN	39.1207	10.6377	706.4224	NaN	NaN	NaN	-0.0457	0.1740	-0.9837
1677974405	NaN	NaN	960.8835	630.1129	NaN	3.4971	NaN	NaN	NaN	39.1021	10.6469	706.4265	NaN	NaN	NaN	-0.0508	0.1707	-0.9840
1677991077	NaN	NaN	971.5562	624.1420	NaN	3.5732	NaN	NaN	NaN	39.0932	10.6628	706.6312	NaN	NaN	NaN	-0.0466	0.1730	-0.9838
1678007742	NaN	NaN	962.4985	607.1528	NaN	3.5793	NaN	NaN	NaN	39.0980	10.6782	706.6804	NaN	NaN	NaN	-0.0502	0.1794	-0.9825
1678024404	NaN	NaN	962.5366	624.9234	NaN	3.5476	NaN	NaN	NaN	39.1170	10.6996	706.5948	NaN	NaN	NaN	-0.0502	0.1726	-0.9837
1678041074	NaN	NaN	969.3313	637.5314	NaN	3.4994	NaN	NaN	NaN	39.1305	10.7508	706.6171	NaN	NaN	NaN	-0.0475	0.1677	-0.9847
1678057782	NaN	NaN	965.0054	629.8403	NaN	3.4560	NaN	NaN	NaN	39.1459	10.7725	706.6226	NaN	NaN	NaN	-0.0492	0.1706	-0.9841
1678074484	NaN	NaN	960.7625	640.7014	NaN	3.4785	NaN	NaN	NaN	39.1632	10.7838	706.6655	NaN	NaN	NaN	-0.0509	0.1664	-0.9847
1678091160	NaN	NaN	979.6798	627.9736	NaN	3.5081	NaN	NaN	NaN	39.1552	10.7963	706.6674	NaN	NaN	NaN	-0.0434	0.1713	-0.9843
1678108075	NaN	NaN	975.7187	662.8513	NaN	3.5757	NaN	NaN	NaN	39.1369	10.7828	706.6481	NaN	NaN	NaN	-0.0449	0.1580	-0.9864
1678124975	NaN	NaN	962.7963	612.2129	NaN	3.4364	NaN	NaN	NaN	39.0991	10.7785	706.8014	NaN	NaN	NaN	-0.0501	0.1773	-0.9829
1678141921	NaN	NaN	962.6113	635.4550	NaN	3.5323	NaN	NaN	NaN	39.0662	10.7793	706.9434	NaN	NaN	NaN	-0.0500	0.1684	-0.9845
1678159045	NaN	NaN	967.4676	613.9073	NaN	3.5025	NaN	NaN	NaN	39.0460	10.7704	706.9761	NaN	NaN	NaN	-0.0481	0.1767	-0.9831
1678176261	932.5875	528.1151	949.8260	660.7286	3.9328	3.5362	-27.3860	10.2659	706.4405	39.0475	10.7240	707.0385	0.0350	0.2106	-0.9770	-0.0549	0.1587	-0.9858
1678193835	1168.3296	515.6431	1176.8751	579.9185	3.9342	3.4930	-27.0482	10.2781	706.1538	39.3168	10.6897	707.0182	0.1274	0.2138	-0.9685	0.0344	0.1899	-0.9812
1678211066	1165.9988	535.6818	1158.6978	581.7931	3.9604	3.4668	-26.8840	10.2715	706.1203	39.4489	10.6548	707.0350	0.1262	0.2062	-0.9703	0.0270	0.1893	-0.9816
1678228278	1152.7820	500.9118	1212.8232	543.7349	3.9621	3.4077	-26.9044	10.2058	706.1309	39.4427	10.6479	707.0122	0.1213	0.2197	-0.9680	0.0485	0.2037	-0.9778
1678245523	1174.4761	508.5128	1191.6604	594.7951	4.0035	3.4241	-26.9166	10.2006	706.1296	39.4402	10.6442	707.0146	0.1297	0.2166	-0.9676	0.0400	0.1842	-0.9821
1678262951	1159.8309	525.2552	1175.9006	608.1580	3.9445	3.4643	-26.9281	10.2092	706.1373	39.4446	10.6462	707.0185	0.1239	0.2103	-0.9697	0.0337	0.1791	-0.9832
1678280175	1164.5168	503.2024	1180.3654	602.9044	3.9542	3.4861	-26.9187	10.2483	706.1329	39.4625	10.6546	707.0603	0.1259	0.2187	-0.9676	0.0355	0.1811	-0.9828
1678297725	1176.7505	523.3388	1188.5892	578.9670	3.9541	3.4824	-26.9017	10.2799	706.0957	39.4838	10.6652	707.0958	0.1305	0.2108	-0.9688	0.0388	0.1902	-0.9810
1678315202	1198.0129	544.1946	1176.8735	597.7247	4.0218	3.4762	-26.8866	10.2919	706.1093	39.5107	10.6708	706.8538	0.1385	0.2026	-0.9694	0.0341	0.1831	-0.9825
1678331830	1183.5598	549.3188	1198.3605	577.9745	3.9481	3.4340	-26.8785	10.2906	706.0882	39.5173	10.6811	707.0154	0.1329	0.2008	-0.9706	0.0426	0.1906	-0.9807
1678348493	1188.5189	533.2312	1214.3232	566.1287	3.9797	3.4151	-26.8778	10.2838	706.0753	39.5256	10.6605	706.8419	0.1349	0.2069	-0.9690	0.0489	0.1952	-0.9795
1678365165	1198.3481	538.3816	1195.7748	573.1911	4.0415	3.4604	-26.8816	10.2719	706.0748	39.5223	10.6498	706.8423	0.1387	0.2048	-0.9689	0.0416	0.1925	-0.9804
1678381824	1193.2172	529.5126	1199.7971	552.8879	4.0156	3.4270	-26.8876	10.2648	706.0787	39.5221	10.6383	706.8785	0.1368	0.2083	-0.9685	0.0432	0.2003	-0.9788
1678398496	1200.7692	550.9000	1205.1610	570.5566	4.0804	3.3984	-26.8923	10.2647	706.0627	39.5167	10.6249	706.8593	0.1396	0.2001	-0.9698	0.0453	0.1935	-0.9800
1678415162	1174.6344	533.2231	1206.8134	579.4156	4.0565	3.4671	-26.8905	10.2412	706.0986	39.5236	10.6108	706.8855	0.1296	0.2071	-0.9697	0.0459	0.1901	-0.9807
1678431829	1202.6465	502.5626	1215.4622	589.5514	4.0297	3.4641	-26.8343	10.2110	706.4291	39.6016	10.6027	707.1591	0.1405	0.2184	-0.9657	0.0492	0.1862	-0.9813
1678448495	1177.1268	542.0989	1213.7158	591.3156	4.1237	3.4414	-26.8160	10.2440	706.4721	39.6257	10.6034	707.1840	0.1303	0.2036	-0.9704	0.0485	0.1855	-0.9815
1678465063	1181.3860	539.8997	1230.5388	570.6506	3.9725	3.4327	-26.7444	10.2705	706.2491	39.6687	10.6107	707.2154	0.1319	0.2044	-0.9700	0.0551	0.1933	-0.9796
1678481725	1207.6923	547.1735	1209.8530	584.6411	4.0433	3.4703	-26.6880	10.2956	706.2332	39.7639	10.6181	707.1933	0.1419	0.2013	-0.9692	0.0467	0.1880	-0.9810
1678498391	1191.7926	551.3696	1195.9442	594.2115	4.0149	3.5075	-26.6293	10.3066	706.4163	39.8137	10.6203	707.2004	0.1356	0.1998	-0.9704	0.0411	0.1844	-0.9820
1678515054	1203.1100	525.2668	1197.9545	619.9251	4.0577	3.4957	-26.5603	10.3079	706.2098	39.8548	10.6205	707.2260	0.1402	0.2097	-0.9677	0.0418	0.1745	-0.9838
1678531717	1198.7780	538.8140	1215.8290	585.0751	4.0338	3.4668	-26.5302	10.3059	706.1971	39.8860	10.6067	707.1174	0.1383	0.2046	-0.9690	0.0489	0.1879	-0.9810
1678548381	1214.4520	559.2783	1202.8890	597.8513	4.0455	3.4831	-26.5168	10.2962	706.1330	39.9365	10.5815	707.1741	0.1442	0.1967	-0.9698	0.0437	0.1831	-0.9821
1678565044	1206.6980	551.5251	1176.8052	590.9111	4.0296	3.4891	-26.5123	10.2833	706.1078	39.9374	10.5348	707.3612	0.1413	0.1997	-0.9696	0.0334	0.1858	-0.9820
1678581700	1207.9128	539.1899	1193.0747	550.4256	4.0194	3.4889	-26.5126	10.2457	706.1002	39.9394	10.5048	707.3707	0.1419	0.2045	-0.9685	0.0399	0.2013	-0.9787
1678598371	1203.5956	532.4552	1196.8781	581.1705	4.0651	3.4035	-26.5076	10.2034	706.1013	39.9478	10.4752	707.2518	0.1402	0.2071	-0.9682	0.0414	0.1896	-0.9810
1678615033	1287.4475	617.3825	1186.1494	605.1725	3.8937	3.4822	-26.5570	10.2811	704.9380	39.9594	10.4511	707.2495	0.1719	0.1741	-0.9696	0.0370	0.1805	-0.9829
1678631699	1213.9645	541.8321	1198.4294	589.9308	4.0647	3.4886	-26.4830	10.1678	706.0801	39.9726	10.4338	707.2715	0.1441	0.2035	-0.9684	0.0419	0.1863	-0.9816
1678648358	1185.7410	555.5511	1210.4302	584.1422	3.9718	3.4332	-26.4539	10.1583	706.3207	39.9890	10.4217	707.2398	0.1330	0.1985	-0.9710	0.0466	0.1885	-0.9810
1678665022	1192.1427	549.8364	1205.5801	581.3961	4.0444	3.4275	-26.4300	10.1553	706.2760	40.0071	10.4144	707.2516	0.1355	0.2007	-0.9702	0.0447	0.1896	-0.9808
1678681692	1273.6382	594.5059	1208.8833	577.2180	3.9104	3.3963	-26.4531	10.2123	704.8856	40.0218	10.4150	707.2979	0.1668	0.1830	-0.9689	0.0460	0.1912	-0.9805
1678698357	1212.9774	553.3007	1221.4011	585.2610	4.0418	3.3617	-26.3742	10.1741	706.1726	40.0415	10.4174	707.3266	0.1435	0.1991	-0.9694	0.0509	0.1880	-0.9808
1678715020	1207.5880	539.0496	1188.1930	617.6714	3.9669	3.4035	-26.3513	10.1722	706.1346	40.0633	10.4165	707.3531	0.1415	0.2046	-0.9686	0.0377	0.1757	-0.9837
1678731680	1193.7235	554.9813	1189.3020	591.0846	3.8747	3.4338	-26.3248	10.1797	706.1301	40.1161	10.4143	707.5884	0.1360	0.1987	-0.9706	0.0381	0.1858	-0.9818
1678748345	1197.9001	545.4587	1174.0088	652.7269	3.8876	3.4219	-26.3055	10.1883	706.1188	40.1445	10.4137	707.2900	0.1376	0.2023	-0.9696	0.0319	0.1623	-0.9862
1678765009	1197.4712	531.5805	1192.4799	600.2817	3.8295	3.3396	-26.2980	10.1869	706.0985	40.1571	10.4193	707.2963	0.1376	0.2076	-0.9685	0.0393	0.1824	-0.9824
1678781665	1216.3323	563.6518	1221.6263	595.0770	3.8657	3.3223	-26.2990	10.1849	706.0820	40.1565	10.4204	707.2739	0.1446	0.1952	-0.9701	0.0508	0.1843	-0.9816
1678798337	1213.4429	549.5256	1188.9816	599.7327	3.9057	3.3378	-26.3085	10.1774	706.0616	40.1423	10.4176	707.2690	0.1436	0.2006	-0.9691	0.0379	0.1826	-0.9825
1678814967	1206.0884	552.9319	1177.9924	613.4360	3.8110	3.3446	-26.3311	10.1565	706.0741	40.1174	10.4112	707.5748	0.1408	0.1994	-0.9698	0.0335	0.1773	-0.9836
1678831666	1195.1803	529.3277	1204.5111	604.9970	3.8262	3.2662	-26.3476	10.1467	706.0745	40.0931	10.4053	707.5039	0.1368	0.2085	-0.9684	0.0441	0.1805	-0.9826
1678848320	1161.4852	524.7380	1216.5469	598.3846	3.7785	3.2634	-26.3590	10.1481	706.0577	40.0594	10.3991	707.2941	0.1237	0.2106	-0.9697	0.0489	0.1830	-0.9819
1678864988	1209.4309	544.2793	1213.6461	597.0940	3.8378	3.2286	-26.3596	10.1683	706.0245	40.0600	10.4047	707.2667	0.1422	0.2027	-0.9689	0.0478	0.1835	-0.9819
