Time	L POR X [px]	L POR Y [px]	R POR X [px]	R POR Y [px]	L Diam [px]	R Diam [px]	L EPOS X	L EPOS Y	L EPOS Z	R EPOS X	R EPOS Y	R EPOS Z	L GVEC X	L GVEC Y	L GVEC Z	R GVEC X	R GVEC Y	R GVEC Z
4112344040	981.4109	558.0679	989.5820	552.1270	4.2303	3.4409	-24.6107	38.6694	664.3572	40.1532	33.1084	662.3734	0.0539	0.1689	-0.9842	-0.0443	0.1804	-0.9826
4112360703	1000.6819	578.7499	1002.4216	508.9731	4.1867	3.2623	-24.6725	38.7028	664.2496	40.0926	33.1600	662.2393	0.0621	0.1603	-0.9851	-0.0388	0.1983	-0.9794
4112377369	916.8276	528.3251	977.8080	547.4639	4.3572	3.3458	-24.7819	38.7367	664.1357	40.0039	33.2348	662.1420	0.0267	0.1814	-0.9831	-0.0491	0.1822	-0.9820
4112394025	911.8557	565.0362	977.5365	555.4770	4.1374	3.3954	-24.8399	38.8075	664.0720	39.9259	33.3062	662.1208	0.0246	0.1661	-0.9858	-0.0491	0.1788	-0.9827
4112410690	924.1148	574.2865	969.5312	546.5511	4.0830	3.3712	-24.9027	38.8812	663.9305	39.8725	33.4093	662.0705	0.0299	0.1622	-0.9863	-0.0524	0.1823	-0.9818
4112427355	937.8575	538.4274	970.4883	537.6410	4.3508	3.3619	-24.9842	38.9738	664.1044	39.7871	33.4770	661.8555	0.0360	0.1768	-0.9836	-0.0519	0.1860	-0.9812
4112444017	928.6608	582.2354	956.9587	554.3187	4.0314	3.3678	-25.0404	39.0172	664.1013	39.7234	33.5320	662.0359	0.0321	0.1586	-0.9868	-0.0575	0.1789	-0.9822
4112460682	946.9284	566.3276	960.9580	553.6686	4.0312	3.3715	-25.1210	39.0649	664.2704	39.6667	33.5829	662.1896	0.0400	0.1650	-0.9855	-0.0557	0.1790	-0.9823
4112477343	956.5132	586.1999	966.7512	537.2285	4.0298	3.3198	-25.1068	39.1842	664.7413	39.5174	33.6718	662.6517	0.0439	0.1565	-0.9867	-0.0530	0.1856	-0.9812
4112494010	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4112510660	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4112527325	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4112543974	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4112560652	NaN	NaN	953.4610	563.5590	NaN	3.2725	NaN	NaN	NaN	38.5675	33.8504	662.8516	NaN	NaN	NaN	-0.0571	0.1743	-0.9830
4112577313	935.8820	572.3903	955.8209	568.1599	3.9663	3.2659	-26.4052	39.1672	665.0756	38.3201	33.8305	663.1016	0.0372	0.1622	-0.9861	-0.0557	0.1724	-0.9835
4112593970	928.1835	542.2810	950.5374	581.8962	4.1604	3.2351	-26.6207	39.1307	665.1242	38.1072	33.8222	662.9739	0.0344	0.1747	-0.9840	-0.0575	0.1668	-0.9843
4112610635	929.1882	540.7687	972.6370	556.3863	4.2088	3.2171	-26.7861	39.1289	665.1071	37.9595	33.8491	663.0385	0.0351	0.1753	-0.9839	-0.0480	0.1773	-0.9830
4112627299	947.4243	583.8291	933.3184	569.9039	3.9138	3.2512	-26.8914	39.1573	665.0459	37.8415	33.8848	662.8178	0.0429	0.1575	-0.9866	-0.0645	0.1716	-0.9831
4112643957	936.3665	561.5389	949.0737	578.8685	4.1370	3.2441	-26.9897	39.1804	665.0810	37.7743	33.9610	662.9694	0.0384	0.1666	-0.9853	-0.0576	0.1678	-0.9841
4112660615	950.7823	594.7921	942.3784	553.5269	3.8831	3.2475	-27.0652	39.1749	665.0336	37.6875	33.9716	662.8170	0.0445	0.1529	-0.9872	-0.0605	0.1783	-0.9821
4112677276	946.5623	530.9181	945.9673	584.6077	4.0642	3.2220	-27.1767	39.1210	665.0186	37.5914	33.9750	662.9650	0.0431	0.1793	-0.9828	-0.0586	0.1654	-0.9845
4112693939	935.2712	562.8817	958.7645	560.6454	4.1091	3.1726	-27.3314	39.0671	665.1053	37.4552	33.9486	662.9891	0.0385	0.1662	-0.9853	-0.0531	0.1754	-0.9831
4112709693	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
4112727259	949.3538	602.1893	957.6633	562.3030	3.8262	3.1662	-27.6642	39.0171	665.1880	37.1384	33.9504	663.1356	0.0448	0.1501	-0.9877	-0.0530	0.1747	-0.9832
4112743919	944.2170	567.9401	937.9431	583.0665	3.9588	3.1176	-27.8266	38.9659	665.3256	36.9737	33.9222	663.2217	0.0430	0.1642	-0.9855	-0.0611	0.1660	-0.9842
4112760581	963.9227	581.0156	952.8232	563.7448	3.8250	3.1698	-28.0081	38.9056	665.4509	36.8007	33.8852	663.3264	0.0516	0.1588	-0.9860	-0.0546	0.1741	-0.9832
4112777239	941.3491	551.4083	958.9825	571.1590	3.9133	3.1284	-28.1604	38.8553	665.5234	36.6479	33.8618	663.4459	0.0423	0.1712	-0.9843	-0.0517	0.1711	-0.9839
4112793900	938.7299	587.8672	952.0458	551.1412	3.8982	3.0779	-28.2703	38.8356	665.4797	36.5554	33.8736	663.5237	0.0413	0.1562	-0.9869	-0.0545	0.1793	-0.9823
4112810559	934.2136	588.2343	953.0577	565.1587	3.9185	3.1062	-28.3652	38.8766	665.7496	36.4512	33.9268	663.6442	0.0395	0.1559	-0.9870	-0.0539	0.1734	-0.9834
4112827217	937.1798	592.1922	950.7727	565.1993	3.8579	3.0990	-28.4417	38.9026	665.7316	36.3867	34.0106	663.9207	0.0409	0.1543	-0.9872	-0.0547	0.1732	-0.9834
4112843880	952.8538	559.9513	952.6110	555.2401	3.8722	3.0794	-28.5296	38.9315	665.9724	36.2980	34.0430	663.8927	0.0477	0.1674	-0.9847	-0.0538	0.1772	-0.9827
4112860539	945.1877	557.0618	936.1463	602.7526	3.9182	3.1808	-28.5956	38.9501	666.0670	36.2341	34.0709	664.1639	0.0446	0.1685	-0.9847	-0.0605	0.1575	-0.9857
4112877201	956.8752	590.1148	949.8766	557.1827	3.7238	3.1043	-28.6702	38.9624	666.1804	36.1845	34.0949	664.3148	0.0495	0.1549	-0.9867	-0.0548	0.1762	-0.9828
4112893864	950.5366	553.9511	946.3124	566.6855	3.7974	3.0958	-28.7038	38.9783	666.2385	36.1275	34.1041	664.2477	0.0470	0.1697	-0.9844	-0.0562	0.1723	-0.9834
4112910510	948.3076	565.5540	949.4152	558.5403	3.8189	3.1292	-28.7430	38.9882	666.3453	36.0875	34.1425	664.5060	0.0461	0.1649	-0.9852	-0.0548	0.1755	-0.9829
4112927182	952.1071	564.8826	928.9837	595.9553	3.8143	3.1084	-28.8026	39.0250	666.6105	36.0542	34.2022	664.5815	0.0478	0.1650	-0.9851	-0.0632	0.1600	-0.9851
4112943849	947.4882	561.0876	942.4659	574.4107	3.8889	3.0930	-28.8374	39.0690	666.6395	36.0241	34.2301	664.6555	0.0459	0.1665	-0.9850	-0.0576	0.1688	-0.9840
4112960504	974.0730	531.2768	959.2094	562.8780	3.8143	3.0761	-28.8725	39.0394	666.6008	35.9843	34.2309	664.8245	0.0573	0.1788	-0.9822	-0.0505	0.1736	-0.9835
4112977163	935.5953	567.5728	954.8291	551.5250	3.7908	3.0498	-28.9250	39.0068	666.4733	35.9238	34.1744	664.6128	0.0410	0.1640	-0.9856	-0.0523	0.1784	-0.9826
4112993859	957.2803	572.5941	948.2471	566.4982	3.8030	3.0868	-28.9681	39.0079	666.5764	35.9026	34.1703	664.6127	0.0502	0.1619	-0.9855	-0.0550	0.1722	-0.9835
4113010482	943.7730	569.3856	912.6769	594.4902	3.8652	3.1420	-28.9638	39.0676	666.5298	35.8881	34.2208	664.5856	0.0445	0.1632	-0.9856	-0.0699	0.1605	-0.9846
4113027377	944.9795	581.3204	957.0938	561.7921	3.7819	3.0616	-28.8969	39.0946	666.3344	35.9368	34.2521	664.5330	0.0449	0.1583	-0.9864	-0.0513	0.1741	-0.9834
4113044085	946.3261	583.0676	941.3174	571.3845	3.7655	3.0997	-28.8279	39.1471	666.4274	36.0320	34.2963	664.5615	0.0453	0.1574	-0.9865	-0.0581	0.1700	-0.9837
4113060705	949.1695	583.0861	957.8729	551.1434	3.7050	3.0668	-28.7288	39.2361	666.2665	36.1111	34.3724	664.4952	0.0464	0.1573	-0.9865	-0.0513	0.1783	-0.9826
4113077371	941.8482	576.3985	930.0724	578.6412	3.8122	3.0819	-28.6411	39.3011	666.4210	36.2216	34.4304	664.4856	0.0432	0.1600	-0.9862	-0.0631	0.1668	-0.9840
4113094026	940.5329	594.3810	949.4191	565.4171	3.7444	3.0657	-28.5458	39.3165	666.2646	36.2944	34.4499	664.4988	0.0424	0.1526	-0.9874	-0.0551	0.1722	-0.9835
4113110686	944.9329	586.5843	950.3092	563.7161	3.7521	3.0568	-28.4932	39.3041	666.4363	36.3758	34.4174	664.5108	0.0442	0.1558	-0.9868	-0.0549	0.1730	-0.9834
4113127364	952.8823	581.6977	962.8375	530.1124	3.7339	2.9883	-28.4637	39.2628	666.5244	36.4093	34.3354	664.4764	0.0475	0.1578	-0.9863	-0.0497	0.1870	-0.9811
4113144026	957.0638	563.3914	960.4453	560.7610	3.7289	3.0024	-28.4108	39.1853	666.3511	36.4414	34.2800	664.4980	0.0493	0.1655	-0.9850	-0.0507	0.1745	-0.9834
4113160686	940.8281	581.4547	962.8830	545.8153	3.7280	2.9941	-28.3766	39.1633	666.3369	36.4749	34.2652	664.4904	0.0423	0.1581	-0.9865	-0.0497	0.1807	-0.9823
4113177352	956.3964	597.4622	935.9799	577.6036	3.6403	3.0356	-28.3403	39.1727	666.3613	36.5441	34.2802	664.4518	0.0488	0.1515	-0.9873	-0.0611	0.1674	-0.9840
4113194027	985.9012	583.9497	938.2751	546.5402	3.6264	3.0159	-28.2815	39.1892	666.4623	36.5957	34.3061	664.4335	0.0612	0.1569	-0.9857	-0.0604	0.1802	-0.9818
4113210683	NaN	NaN	946.9149	549.5985	NaN	2.9834	NaN	NaN	NaN	36.6815	34.3159	664.3620	NaN	NaN	NaN	-0.0568	0.1790	-0.9822
4113227347	984.1172	591.4219	930.3864	548.9299	3.6327	2.9791	-28.1284	39.2416	666.3954	36.7527	34.3210	664.3276	0.0602	0.1537	-0.9863	-0.0640	0.1792	-0.9817
4113244012	960.8271	573.7766	930.8626	555.9720	3.7276	2.9839	-28.0339	39.2712	666.1693	36.8301	34.3409	664.1660	0.0503	0.1611	-0.9857	-0.0639	0.1763	-0.9823
4113260677	974.1489	587.4113	941.9579	565.9168	3.6192	2.9966	-27.9651	39.3572	666.1716	36.9178	34.4304	664.2642	0.0558	0.1553	-0.9863	-0.0593	0.1721	-0.9833
4113277342	955.7092	582.1304	933.3397	559.3376	3.7197	2.9822	-27.8640	39.4610	666.0773	36.9937	34.5008	664.0442	0.0478	0.1574	-0.9864	-0.0631	0.1747	-0.9826
4113294007	979.2659	573.5313	928.8771	579.7413	3.7103	2.9931	-27.7959	39.5155	666.1437	37.0899	34.5546	664.1411	0.0577	0.1608	-0.9853	-0.0650	0.1662	-0.9840
4113310659	961.0623	555.0863	924.7444	549.5715	3.7277	3.0083	-27.6842	39.5012	665.9740	37.1725	34.5015	663.9208	0.0499	0.1685	-0.9844	-0.0671	0.1787	-0.9816
4113327336	963.5959	598.6207	944.6257	541.5807	3.6365	2.9453	-27.5800	39.4656	665.8018	37.2839	34.4792	663.9158	0.0507	0.1507	-0.9873	-0.0588	0.1821	-0.9815
4113343996	NaN	NaN	939.5941	562.2024	NaN	2.9984	NaN	NaN	NaN	37.4106	34.5366	664.0024	NaN	NaN	NaN	-0.0611	0.1735	-0.9829
4113360664	965.3727	600.4473	936.2747	552.9648	3.6446	2.9906	-27.3404	39.5906	665.7909	37.5201	34.5960	663.7969	0.0510	0.1497	-0.9874	-0.0627	0.1773	-0.9822
4113377327	981.8389	597.1008	938.1689	533.1210	3.7160	2.9603	-27.2679	39.6346	665.8397	37.6218	34.6337	663.7335	0.0579	0.1510	-0.9868	-0.0622	0.1854	-0.9807
4113393987	953.3345	589.8109	931.3182	560.3896	3.7674	3.0003	-27.2068	39.6076	665.5780	37.6536	34.6179	663.6813	0.0458	0.1542	-0.9870	-0.0650	0.1742	-0.9826
4113410658	958.5969	597.0421	942.9493	546.1246	3.7104	3.0191	-27.2001	39.5836	665.5326	37.6633	34.5854	663.6321	0.0480	0.1512	-0.9873	-0.0601	0.1802	-0.9818
4113427321	971.2826	567.8884	941.1927	556.7819	3.7681	3.0082	-27.1875	39.5828	665.4488	37.6743	34.5931	663.5959	0.0535	0.1632	-0.9851	-0.0609	0.1758	-0.9825
4113443982	972.5715	579.8732	954.4779	528.6544	3.6831	3.0317	-27.1572	39.6568	665.6834	37.7014	34.6465	663.5760	0.0539	0.1581	-0.9860	-0.0554	0.1874	-0.9807
4113460650	855.9344	465.9036	794.8667	451.9151	3.9254	3.1230	-27.4346	40.0315	665.9623	37.2934	35.0708	663.6342	0.0049	0.2048	-0.9788	-0.1227	0.2172	-0.9684
4113477316	649.5796	269.1010	576.3180	226.4157	3.6570	3.1092	-27.8494	40.5233	666.7724	36.5418	35.6501	664.0933	-0.0832	0.2843	-0.9551	-0.2129	0.3040	-0.9286
4113494024	435.6024	124.6955	385.0800	133.0214	3.6351	3.1209	-28.1838	40.5887	667.0298	36.0421	35.7820	664.2180	-0.1729	0.3390	-0.9248	-0.2874	0.3343	-0.8976
4113510627	421.9487	121.8588	373.5914	91.8594	3.6931	3.1268	-28.2012	40.5465	666.9653	36.0519	35.7036	664.0213	-0.1785	0.3399	-0.9234	-0.2917	0.3499	-0.8902
4113527308	427.4047	91.6800	363.7135	94.1848	3.8968	3.1684	-28.2144	40.4785	666.8530	36.1070	35.6033	663.8762	-0.1763	0.3522	-0.9192	-0.2956	0.3488	-0.8894
4113544075	441.4052	115.1829	357.4760	88.4217	3.6677	3.1453	-28.2637	40.4107	666.9446	36.1182	35.5215	663.8964	-0.1704	0.3432	-0.9237	-0.2979	0.3508	-0.8878
4113560747	NaN	NaN	363.8709	105.1412	NaN	3.1670	NaN	NaN	NaN	36.0982	35.4341	663.9488	NaN	NaN	NaN	-0.2955	0.3448	-0.8910
4113577414	NaN	NaN	384.6938	105.1475	NaN	3.1655	NaN	NaN	NaN	36.0622	35.3356	664.0958	NaN	NaN	NaN	-0.2875	0.3457	-0.8932
4113594074	432.4777	126.5272	368.5280	98.9924	3.6574	3.1680	-28.4603	40.1833	666.9205	36.0250	35.2828	664.1959	-0.1738	0.3388	-0.9247	-0.2935	0.3474	-0.8906
4113610742	430.0204	131.4129	368.8543	114.2636	3.6489	3.1714	-28.5269	40.1659	666.9412	35.9493	35.2578	664.0825	-0.1747	0.3368	-0.9252	-0.2933	0.3416	-0.8929
4113627414	366.9106	10.4696	306.7404	52.1240	4.0287	3.1569	-28.6947	40.2276	667.1512	35.7254	35.3419	664.3135	-0.2000	0.3825	-0.9020	-0.3159	0.3625	-0.8768
4113644078	378.0206	90.5254	323.7912	81.7684	3.6443	3.1705	-28.7758	40.2964	667.3194	35.6922	35.4118	664.3688	-0.1955	0.3513	-0.9156	-0.3097	0.3519	-0.8833
4113660740	371.3452	81.2451	314.9915	50.8435	3.6539	3.1708	-28.8613	40.3306	667.2447	35.6089	35.4513	664.2754	-0.1981	0.3548	-0.9137	-0.3128	0.3633	-0.8776
4113677410	371.9722	73.3906	312.5932	57.7766	3.6773	3.1728	-28.9559	40.3710	667.3544	35.5382	35.4888	664.4352	-0.1977	0.3578	-0.9126	-0.3135	0.3604	-0.8785
4113694067	379.4712	77.8811	318.2714	62.3334	3.6489	3.1652	-29.0435	40.3795	667.3232	35.4755	35.4995	664.4598	-0.1945	0.3563	-0.9139	-0.3113	0.3589	-0.8799
4113710730	393.5044	19.6211	325.7348	68.7406	4.0007	3.1720	-29.1192	40.4019	667.4404	35.4031	35.5216	664.5218	-0.1885	0.3795	-0.9058	-0.3085	0.3568	-0.8818
4113727408	383.7193	86.2168	325.9713	71.4274	3.6935	3.1854	-29.1694	40.4152	667.3463	35.3667	35.5401	664.5490	-0.1926	0.3530	-0.9156	-0.3083	0.3557	-0.8823
4113744073	378.9545	70.9624	312.8354	67.0208	3.6952	3.2137	-29.2064	40.4202	667.3796	35.3359	35.5498	664.5505	-0.1944	0.3589	-0.9129	-0.3132	0.3568	-0.8801
4113760740	375.3715	80.9956	315.9726	75.6904	3.6864	3.1923	-29.2706	40.4209	667.5153	35.3018	35.5778	664.5948	-0.1958	0.3548	-0.9142	-0.3120	0.3536	-0.8818
4113777407	378.1942	77.8017	320.3128	71.4956	3.6759	3.2101	-29.3142	40.4199	667.4803	35.2409	35.5941	664.5894	-0.1946	0.3561	-0.9139	-0.3103	0.3554	-0.8817
4113794066	368.6125	25.1460	327.4225	74.4975	4.0143	3.1801	-29.3590	40.4289	667.4136	35.2059	35.6117	664.5637	-0.1983	0.3765	-0.9049	-0.3076	0.3545	-0.8830
4113810738	395.5724	98.9006	321.2509	63.6412	3.7061	3.2035	-29.4209	40.4848	667.5547	35.1779	35.6215	664.5428	-0.1873	0.3482	-0.9185	-0.3098	0.3584	-0.8807
4113827404	365.0659	37.3021	336.3919	72.3490	4.0237	3.2336	-29.4615	40.4826	667.4724	35.1482	35.6279	664.5258	-0.1996	0.3716	-0.9067	-0.3042	0.3558	-0.8837
4113844071	380.5647	82.8362	316.0942	61.4381	3.6931	3.1636	-29.5013	40.5170	667.4655	35.0875	35.6436	664.3401	-0.1934	0.3541	-0.9150	-0.3117	0.3591	-0.8797
4113860737	373.9413	67.5565	329.1727	65.3706	3.7005	3.2096	-29.5450	40.5668	667.3112	35.0481	35.7108	664.4125	-0.1960	0.3600	-0.9121	-0.3068	0.3581	-0.8819
4113877401	372.8813	89.9977	323.7098	72.7004	3.6974	3.1609	-29.5812	40.6366	667.2739	35.0210	35.8028	664.4396	-0.1964	0.3510	-0.9155	-0.3088	0.3549	-0.8824
4113894067	368.5441	29.2802	325.7189	53.5144	4.0547	3.1803	-29.6378	40.6778	667.4028	34.9902	35.8444	664.4077	-0.1979	0.3746	-0.9058	-0.3080	0.3623	-0.8797
4113910721	369.9398	27.0609	317.3867	76.4027	3.9981	3.1841	-29.6711	40.6794	667.4193	34.9404	35.8550	664.2528	-0.1973	0.3755	-0.9056	-0.3111	0.3532	-0.8823
4113927400	369.6968	90.4187	313.6767	56.0365	3.7308	3.2106	-29.6977	40.6579	667.3081	34.9183	35.8629	664.2686	-0.1976	0.3507	-0.9154	-0.3124	0.3608	-0.8788
4113944063	360.1740	74.9677	315.5715	58.1804	3.7115	3.2060	-29.7090	40.6499	667.3328	34.8847	35.8821	664.4125	-0.2014	0.3565	-0.9123	-0.3116	0.3600	-0.8794
4113960729	373.4209	75.7580	322.8318	72.4083	3.7508	3.1719	-29.6994	40.6426	667.4565	34.9039	35.8705	664.3085	-0.1960	0.3566	-0.9135	-0.3090	0.3550	-0.8823
4113977395	369.8864	62.7736	317.0065	65.0420	3.7394	3.1529	-29.7022	40.6057	667.4783	34.9058	35.8574	664.3665	-0.1974	0.3616	-0.9112	-0.3111	0.3575	-0.8806
4113994050	379.4038	46.0084	320.1836	70.0393	4.0398	3.1696	-29.7113	40.5922	667.5042	34.8985	35.8469	664.4393	-0.1934	0.3685	-0.9093	-0.3099	0.3557	-0.8817
4114010724	369.5007	76.0487	316.6317	60.9649	3.7289	3.1228	-29.7385	40.5682	667.4539	34.8792	35.8332	664.5061	-0.1975	0.3564	-0.9132	-0.3112	0.3590	-0.8799
4114027392	369.5549	31.2525	319.0132	73.4936	3.9925	3.1463	-29.7858	40.5698	667.6023	34.8516	35.8369	664.5345	-0.1973	0.3739	-0.9062	-0.3103	0.3543	-0.8821
4114044009	349.5820	1.8477	316.2078	69.0923	3.9811	3.1239	-29.8189	40.5852	667.5566	34.8185	35.8631	664.5023	-0.2052	0.3847	-0.8999	-0.3113	0.3559	-0.8812
4114060672	357.5481	9.3702	315.1803	83.5042	4.0020	3.1065	-29.8525	40.6136	667.5696	34.7664	35.9189	664.3930	-0.2020	0.3820	-0.9018	-0.3117	0.3503	-0.8832
4114077335	359.3302	41.3627	307.6129	61.0229	4.0047	3.1060	-29.8836	40.6594	667.5109	34.7445	35.9536	664.3868	-0.2013	0.3696	-0.9071	-0.3144	0.3585	-0.8790
4114093999	357.9118	117.1637	333.2148	67.6406	3.7494	3.0895	-29.9142	40.6716	667.4393	34.7135	35.9847	664.4612	-0.2020	0.3397	-0.9186	-0.3048	0.3571	-0.8829
4114110647	368.2463	65.5115	317.2922	69.9866	3.6510	3.0980	-29.9657	40.6994	667.5749	34.6871	36.0053	664.4628	-0.1976	0.3603	-0.9116	-0.3108	0.3554	-0.8815
4114127326	374.5420	40.8812	325.8273	63.1335	3.9337	3.0918	-29.9926	40.7165	667.5588	34.6619	36.0287	664.4823	-0.1950	0.3702	-0.9083	-0.3075	0.3584	-0.8815
4114143989	370.2505	69.3479	313.0593	57.6099	3.6344	3.0748	-30.0111	40.7319	667.5728	34.6451	36.0436	664.4560	-0.1968	0.3588	-0.9124	-0.3122	0.3599	-0.8792
